LATITUDE,LONGITUDE
34.3151,-96.5874
35.3656,-91.1605
35.0954,-93.6012
35.0937,-93.6119
34.5455,-97.4707
35.3513,-92.8024
35.6215,-94.9655
36.083,-91.7262
36.326,-94.5665
36.4284,-95.6003
37.93,-94.3255
33.6129,-109.8175
33.611,-109.8397
33.2916,-115.5366
39.0344,-122.0645
39.3286,-121.3276
39.3161,-121.6279
42.8291,-121.5125
42.765,-122.8378
42.7742,-122.8404
42.8987,-123.3075
42.8595,-123.9274
42.8568,-123.9422
42.8541,-123.9567
42.8665,-123.9444
42.8638,-123.959
43.5375,-123.2002
44.6519,-118.0022
44.6502,-118.0158
44.6384,-119.3849
44.7173,-119.0022
44.688,-122.4054
45.3947,-123.4328
46.4339,-115.8118
46.3262,-123.74
46.4927,-123.4205
46.4905,-123.434
46.4882,-123.4475
46.486,-123.4609
30.6435,-92.9753
29.8306,-94.9304
32.8783,-92.2404
42.7739,-122.8366
42.8684,-123.9377
42.8668,-123.9497
45.3975,-123.4278
45.3959,-123.4409
46.4898,-123.4548
33.4191,-110.8625
35.5875,-80.3804
35.5862,-80.3874
36.5589,-79.9026
34.3356,-84.8192
33.4181,-82.7217
33.4157,-82.7083
33.4329,-83.3981
32.9791,-80.9764
32.9757,-80.9592
32.9761,-80.9647
33.4202,-83.5229
33.4181,-83.5106
33.4086,-83.5128
32.9183,-82.8819
32.916,-82.8685
32.5765,-82.1889
32.5738,-82.1741
32.6924,-83.3626
33.0796,-86.8181
32.4319,-83.2961
32.8658,-86.6167
32.3769,-84.1287
32.2147,-84.1535
32.2127,-84.1416
31.7199,-82.0338
34.3373,-84.8302
28.4752,-81.6343
32.6637,-89.2215
32.6622,-89.2098
31.623,-82.4635
32.3059,-86.8287
32.3044,-86.8184
31.9506,-85.6925
31.5014,-83.0558
31.4914,-83.0581
31.6032,-84.5041
31.2758,-82.6637
31.2597,-83.1537
31.8153,-86.8354
30.7678,-83.4725
30.6516,-83.3397
30.4538,-83.2141
30.4514,-83.2004
32.0539,-96.6375
31.1476,-87.9872
31.6886,-92.9062
30.5916,-84.8358
30.4133,-84.3717
30.3828,-84.366
30.3788,-84.3419
30.3734,-84.3681
30.3713,-84.356
30.7428,-87.2115
30.3975,-84.9603
30.3957,-84.949
30.908,-88.5948
30.69,-87.0339
29.6439,-81.5202
29.82,-82.8519
29.8173,-82.8372
29.9387,-83.6362
29.938,-84.4824
29.936,-84.4704
29.5832,-82.5744
29.5804,-82.559
30.3626,-87.7193
29.9934,-85.3306
29.9916,-85.3196
30.3336,-87.6416
29.508,-82.5499
29.5045,-82.7737
29.5017,-82.7587
29.4981,-82.7659
29.1356,-82.2917
29.1325,-82.2752
29.1322,-82.2811
30.6322,-94.6996
30.6329,-94.7056
30.0004,-90.4031
29.8366,-91.5008
29.835,-91.4872
28.3693,-82.679
28.3375,-82.5697
28.3684,-82.6858
28.3656,-82.6699
28.3374,-82.5763
28.3344,-82.5601
26.8468,-80.5318
26.7963,-81.0787
26.763,-81.2507
26.8331,-80.5171
26.842,-80.5081
27.3687,-81.1478
26.4783,-81.4899
26.4768,-81.4968
27.3646,-81.1268
26.4729,-81.4761
43.042,-105.3623
43.0397,-105.3489
35.2647,-112.7524
35.2662,-112.7641
33.419,-110.8623
31.5589,-110.3181
40.0699,-123.8937
40.0743,-123.887
26.5959,-80.5795
28.5842,-82.257
29.0238,-81.3427
29.2434,-82.5979
29.2399,-82.6159
29.7053,-81.8891
29.7023,-81.9049
26.7598,-81.2606
27.2963,-81.4399
27.3661,-81.1253
27.3632,-81.1408
28.068,-81.3565
28.3398,-82.5761
28.3338,-82.5797
28.3621,-82.6854
28.6902,-81.1293
28.5876,-82.2529
28.5842,-82.2704
28.5808,-82.2745
31.3367,-85.6836
31.9094,-82.9218
31.9062,-82.9389
31.7286,-83.8521
31.5954,-84.5143
31.7404,-83.8555
31.7365,-83.8752
31.9093,-82.9286
31.9059,-82.9457
31.3358,-85.6625
31.738,-83.841
31.734,-83.8606
31.8683,-83.7188
31.5639,-85.3024
31.7496,-84.5473
32.321,-82.1612
32.3314,-82.164
32.5591,-81.1831
32.5567,-81.1963
32.3014,-82.8228
32.2983,-82.8394
31.4416,-87.0466
32.306,-82.8135
32.3028,-82.83
32.2995,-82.8466
31.4407,-87.0534
31.1867,-88.2696
32.1972,-84.1888
32.7074,-81.6285
32.7049,-81.6425
33.0787,-79.4951
33.0146,-79.8905
32.4343,-83.2897
32.4309,-83.3072
31.882,-86.0633
32.0429,-85.561
32.9785,-80.9738
32.9763,-80.9866
32.5195,-83.4491
32.5159,-83.4672
32.889,-81.7673
32.8864,-81.7813
32.899,-81.7699
32.8965,-81.7839
32.7019,-82.8758
32.6987,-82.8923
32.7095,-82.8952
31.8583,-87.0062
33.3283,-79.5606
32.0272,-86.3881
32.0171,-86.3892
32.689,-83.3585
32.6856,-83.376
31.8295,-87.674
31.8258,-87.68
32.436,-85.2353
31.6621,-88.6364
31.6678,-88.6422
33.0125,-82.6569
33.0035,-82.7041
33.0005,-82.7198
32.4922,-85.5372
31.943,-87.9926
33.0137,-83.0653
32.4945,-85.519
33.0182,-83.0558
32.2031,-86.8753
31.9375,-87.9983
32.8608,-83.9657
32.8021,-84.6254
32.7926,-84.6272
32.8046,-84.6309
33.1911,-82.8172
33.2017,-82.8202
32.2426,-87.919
32.238,-87.9218
33.1934,-83.7054
33.1897,-83.7236
33.201,-83.7268
33.3752,-83.1436
33.5109,-82.6109
33.508,-82.6262
33.0905,-84.7343
33.5746,-82.3282
33.5185,-82.629
33.4893,-82.7841
33.4863,-82.7998
33.5848,-82.3308
33.5422,-82.6194
33.5526,-82.6222
33.5498,-82.6376
33.4304,-83.3948
33.427,-83.412
33.4175,-83.5189
33.623,-82.5664
32.7654,-86.7971
33.7054,-82.6278
33.8467,-81.9172
34.6432,-77.2874
33.329,-84.9359
33.3245,-84.9574
33.3412,-84.9394
33.6202,-82.5816
29.9376,-84.4614
29.9328,-84.4847
29.9355,-84.4678
29.9306,-84.4911
30.5237,-83.3958
30.5215,-83.382
30.3961,-84.9566
30.7357,-83.4925
30.7318,-83.512
31.1602,-82.2066
31.1572,-82.2223
31.0441,-83.0582
31.0406,-83.0761
31.0521,-83.0651
30.8391,-84.5561
31.428,-81.6545
30.726,-85.5456
30.7181,-85.5481
31.1217,-84.4195
31.1172,-84.4415
30.8332,-85.8497
30.4571,-87.5265
30.4486,-87.563
30.8374,-85.8554
30.4506,-87.5284
30.4419,-87.5648
31.4981,-83.0594
30.9022,-86.8755
31.1204,-85.9527
31.1144,-85.9805
30.9011,-86.8822
31.1252,-85.9609
31.119,-85.9887
32.0741,-81.5272
32.0841,-81.5298
31.3423,-85.6574
34.8666,-79.9775
34.8647,-79.9888
35.1827,-78.9076
35.1811,-78.9183
35.1915,-78.9096
35.1898,-78.9203
35.1316,-79.2991
35.1299,-79.31
35.1405,-79.3011
35.1388,-79.312
33.4355,-89.6065
33.4241,-89.6098
35.5967,-79.2925
35.6579,-79.2562
36.5111,-78.3815
37.0429,-77.5471
30.107,-91.7926
30.2848,-94.9069
30.6985,-92.0903
30.639,-92.9932
30.6473,-92.9738
30.645,-93.0018
30.7756,-92.4552
30.7761,-92.4603
30.8002,-94.2328
30.8006,-94.2147
30.7986,-94.2378
30.833,-94.2882
30.8407,-95.0564
31.11,-92.42
31.11,-92.4247
31.7622,-93.8758
31.7601,-93.9011
31.9621,-92.0643
31.9611,-92.072
31.9763,-92.0734
31.9449,-92.7221
32.2029,-92.6671
32.2004,-92.6984
32.2032,-92.6722
32.0585,-96.6495
32.0568,-96.6662
32.0678,-96.6678
32.67,-96.3608
33.0545,-93.8985
33.3961,-94.919
33.8408,-109.809
33.836,-109.832
33.8427,-109.8142
33.8377,-109.8373
38.0432,-93.9809
38.041,-94.0129
38.0453,-93.9859
41.309,-106.4846
43.0944,-116.7534
44.6351,-118.2946
44.6327,-118.2997
46.5055,-112.0822
46.5191,-112.0679
46.5157,-112.0852
38.6428,-120.5381
38.9683,-122.0273
39.0333,-122.0646
40.4817,-123.7389
41.3424,-122.6723
41.8648,-120.2777
41.874,-120.2867
42.6646,-123.2601
42.6627,-123.2816
42.7697,-122.8388
43.0519,-120.7985
43.0643,-120.7794
44.0873,-120.5663
44.094,-120.5707
44.64,-118.3356
44.6384,-118.2961
44.6366,-118.3452
44.919,-122.4783
45.0774,-122.0904
45.387,-123.43
33.0378,-83.4031
41.8748,-120.262
41.8759,-120.2685
44.6447,-118.2912
44.6402,-118.3124
44.6378,-118.2931
44.6334,-118.3136
44.6447,-118.3197
45.9512,-113.1543
41.8761,-120.2785
41.8773,-120.2857
44.6401,-118.3056
44.6385,-118.2885
44.6449,-118.2944
41.8768,-120.2631
26.5366,-80.7627
26.9687,-80.5223
26.9683,-80.5294
26.8025,-81.1055
26.8003,-81.082
26.7764,-80.9673
26.5362,-80.7566
26.5342,-80.7346
26.5344,-80.7407
39.9718,-93.2709
38.1889,-95.4855
39.0443,-93.8762
31.4863,-85.1065
31.0519,-88.373
31.0461,-88.3455
31.0563,-88.3652
45.8402,-112.4995
45.8334,-112.5193
45.8306,-112.5047
42.7682,-122.831
43.2068,-124.1887
41.7079,-111.0358
44.4741,-114.3391
39.9504,-122.1305
40.0754,-123.8916
39.722,-122.1284
40.3501,-121.7924
40.3485,-121.7795
39.9519,-122.1434
39.9334,-122.0682
41.8692,-120.2566
41.5976,-119.8766
41.596,-119.8649
41.5143,-120.3634
41.2687,-123.1658
34.7704,-118.4225
36.0563,-119.9877
36.0579,-119.9986
38.6395,-120.529
27.0418,-81.6395
27.5782,-82.0843
27.6865,-81.6007
27.7597,-82.0349
27.7581,-82.0485
26.1454,-81.561
26.8669,-81.6588
26.8653,-81.6728
27.427,-81.8964
31.2149,-84.2966
30.9408,-86.3514
30.9394,-86.3617
31.3822,-82.9934
31.3806,-83.0073
31.0839,-85.379
31.0824,-85.3898
31.0929,-85.3807
31.5417,-82.403
31.375,-84.4089
31.5774,-82.9794
31.5758,-82.9935
31.2016,-86.081
31.6665,-82.3408
31.5609,-83.388
31.5594,-83.4013
31.5709,-83.3896
31.5693,-83.403
30.9448,-88.1973
30.9431,-88.2078
31.6922,-83.1236
31.6907,-83.1374
31.3298,-86.0789
31.3284,-86.0893
31.3373,-86.0909
31.5288,-84.7215
31.5273,-84.733
31.4882,-85.1074
31.4867,-85.1185
31.4973,-85.1091
31.4959,-85.1202
31.3583,-86.3469
31.2061,-87.5806
31.2046,-87.5909
31.5155,-85.5997
31.514,-85.6105
31.5684,-85.343
31.3797,-86.7793
31.3783,-86.7896
31.3885,-86.7811
31.933,-82.7963
32.0711,-81.7234
31.4925,-86.5588
31.491,-86.5691
31.4895,-86.5794
31.3338,-87.6445
31.3322,-87.6548
31.8258,-84.2483
31.8243,-84.2604
31.4734,-86.8995
31.4719,-86.9097
31.6246,-85.8841
31.6232,-85.8947
31.6335,-85.8858
31.6321,-85.8964
31.443,-87.5362
31.6146,-86.4888
31.7091,-86.0033
31.7077,-86.0139
32.0626,-83.444
32.061,-83.4575
32.0726,-83.4456
32.071,-83.4591
31.7345,-86.0838
31.733,-86.0943
31.4816,-85.0149
28.678,-82.0191
28.6764,-82.0334
28.6729,-82.024
29.1528,-81.4785
29.9336,-84.4725
30.3965,-83.4887
30.5049,-83.3576
30.5033,-83.3704
30.3935,-84.9618
30.5729,-85.2779
30.5715,-85.2886
30.6157,-85.1645
30.8391,-83.4622
30.8376,-83.475
30.7287,-84.5855
30.7273,-84.5968
30.5905,-85.7567
30.5891,-85.7671
30.8154,-84.548
30.8139,-84.5595
30.8695,-84.2734
30.7214,-85.5459
30.72,-85.5565
30.5796,-86.6301
30.5781,-86.6403
30.5546,-86.8024
31.1544,-82.5924
31.2511,-83.163
30.7497,-86.9786
31.2522,-83.3271
31.2506,-83.3403
30.8379,-86.5569
30.7968,-86.8417
30.8759,-86.3542
30.8744,-86.3645
30.807,-86.8333
31.0439,-85.4707
31.2164,-84.2847
32.3221,-81.6192
31.8674,-85.723
31.866,-85.7337
32.3223,-82.1527
32.3206,-82.1689
31.6633,-87.2979
31.694,-87.1618
32.3238,-82.1584
32.3221,-82.1746
32.11,-84.0873
32.1085,-84.0998
32.1498,-83.8342
32.1483,-83.8471
31.6992,-87.3107
31.8872,-86.0494
31.7632,-86.9329
31.7618,-86.9432
31.9557,-85.6786
31.9543,-85.6894
32.196,-83.9467
32.1944,-83.9594
31.8601,-86.5064
31.8587,-86.5168
31.8393,-87.0501
31.8378,-87.0604
31.7329,-87.7694
31.7314,-87.7798
32.1695,-84.9726
32.1749,-84.9792
32.1427,-85.3775
31.9428,-86.8434
31.9516,-86.8452
32.2832,-84.4935
32.2817,-84.5056
31.9802,-87.2285
31.9787,-87.2387
31.9772,-87.249
32.5412,-83.5307
32.5512,-83.5323
32.8103,-81.5169
32.8218,-81.5184
32.7312,-82.5837
32.7294,-82.5994
32.736,-82.5914
32.3845,-85.6446
32.383,-85.6555
32.6933,-83.3656
32.6526,-84.1516
32.4827,-85.5216
32.4813,-85.5327
32.4918,-85.5233
32.4903,-85.5344
32.4526,-86.2272
32.723,-84.3373
32.7215,-84.3498
32.7326,-84.339
32.7311,-84.3515
32.9215,-82.8663
32.966,-82.6544
32.6682,-85.8616
32.6668,-85.8725
32.6772,-85.8633
32.6757,-85.8742
32.5541,-86.8211
32.6672,-86.743
32.8702,-85.5153
32.8473,-86.1813
32.9118,-85.9043
32.9104,-85.9153
32.9208,-85.906
33.2047,-83.6971
33.2031,-83.7109
33.2036,-84.993
33.2021,-85.0048
33.2525,-86.6528
33.251,-86.6634
33.2496,-86.674
34.2225,-82.3056
34.2256,-82.2955
34.5519,-84.7139
34.6693,-86.3323
35.0211,-86.667
35.312,-93.047
35.3091,-93.0623
35.8182,-91.1015
35.9854,-92.715
35.9981,-92.7034
35.9954,-92.7178
37.2529,-89.8307
37.2511,-89.8419
37.2039,-91.9373
37.8296,-93.0222
37.7923,-95.3898
38.6947,-90.8744
38.6938,-93.8003
39.0448,-93.87
39.042,-93.8851
32.6464,-115.6477
32.6442,-115.6607
32.6419,-115.6736
32.6584,-115.6372
32.6117,-116.1346
32.613,-116.1273
32.7327,-115.6895
32.9482,-116.8565
32.9455,-116.8714
32.9428,-116.8603
34.2004,-110.2862
37.5514,-106.5575
36.644,-119.4661
39.1144,-107.4874
39.1125,-107.5084
40.199,-115.491
39.9442,-122.1479
39.9514,-122.1302
39.9463,-122.1531
40.6054,-120.8495
40.6045,-120.8536
41.5898,-119.8686
41.5867,-119.8842
41.8652,-120.2726
41.8756,-120.2754
41.8859,-120.2784
43.7099,-110.0313
43.7143,-110.0377
45.2848,-118.9248
43.0544,-120.7871
43.0623,-120.777
43.059,-120.7938
42.6667,-123.2535
42.6619,-123.2749
42.5408,-124.162
42.5388,-124.1657
43.7681,-119.0303
43.7711,-119.0367
43.0109,-123.0422
42.8318,-124.3728
42.8449,-124.3753
42.8386,-124.4028
42.8425,-124.379
43.1962,-124.2043
43.2019,-124.1862
43.1959,-124.2117
44.0055,-120.8887
44.4076,-119.1196
44.6824,-118.2776
44.4301,-120.7558
45.8331,-112.5051
45.8354,-112.5106
45.0569,-118.2753
45.0547,-118.2886
45.8342,-113.186
45.8326,-113.1997
45.9271,-113.185
45.9236,-113.2132
45.0674,-119.4613
45.2824,-118.9382
45.29,-118.9318
46.4878,-115.9488
46.5743,-115.7949
46.5725,-115.8075
46.5913,-115.9323
47.1215,-116.3244
46.3365,-122.274
48.1486,-124.5335
35.276,-97.873
35.0387,-92.8797
41.8916,-120.2902
41.8823,-120.2814
41.8841,-120.2694
42.7703,-122.8391
43.0163,-123.0405
42.8441,-124.3749
44.6752,-118.2805
43.2097,-124.1972
43.8927,-123.5751
45.9229,-113.2075
46.5815,-115.7899
35.2783,-97.863
41.8893,-120.2697
37.1775,-79.4647
34.6348,-77.3829
34.65,-77.2987
34.6496,-77.2386
34.6596,-77.2359
36.6268,-87.7023
34.6499,-82.0256
33.0129,-79.8889
32.8217,-82.4799
32.9935,-84.3159
33.0064,-84.6474
30.3146,-83.0346
33.9196,-83.5732
26.7967,-81.0862
26.491,-80.4754
28.3414,-82.5656
29.4296,-81.2055
29.1931,-82.1966
29.025,-81.345
28.9557,-80.9698
29.076,-82.2147
29.1065,-82.4785
28.8682,-81.0613
28.977,-82.052
28.9733,-82.147
28.606,-81.0435
28.5133,-81.7436
28.3655,-82.1711
28.3639,-82.1609
28.3429,-82.5756
28.0865,-81.0953
28.2626,-82.6582
27.9426,-81.8874
27.6945,-81.6038
27.6928,-81.5932
27.5341,-80.6695
27.6544,-81.4692
27.4777,-80.39
27.3939,-81.6377
27.0759,-80.2101
27.2861,-82.1312
27.1921,-81.8253
27.1904,-81.8149
27.027,-81.4259
26.7985,-81.0974
39.1905,-96.7776
43.0545,-120.7846
43.0979,-116.7486
43.0498,-120.7622
43.0885,-116.7113
42.8517,-124.4736
42.8421,-124.4767
42.1257,-123.0026
43.0605,-120.7768
43.072,-120.7723
43.0557,-120.7546
39.9454,-122.1267
39.9615,-122.1438
39.9499,-122.1479
38.975,-122.0191
32.0564,-81.7182
33.0149,-79.8867
32.989,-80.6439
34.281,-79.127
34.6413,-77.2913
37.6001,-75.7832
37.5983,-75.7947
29.5386,-103.1699
35.2115,-92.118
32.3587,-95.3847
31.8594,-101.7611
31.7655,-106.371
34.3771,-96.8966
32.473,-107.8661
35.2097,-92.1364
35.3111,-93.0556
35.6277,-93.8987
35.6464,-93.8939
35.2743,-97.8701
36.0829,-91.078
36.0809,-91.1003
36.0849,-91.0834
36.6341,-87.7023
36.81,-92.889
34.1852,-110.2621
34.1732,-110.3097
34.1877,-110.2662
34.1755,-110.3134
37.5101,-94.5208
37.5085,-94.5354
37.7989,-95.3876
39.1996,-96.7898
39.9525,-122.1403
38.1235,-120.8091
38.1328,-120.8109
38.973,-122.02
38.9715,-122.0319
39.2319,-123.5134
39.3025,-123.5357
39.3113,-123.5378
39.7231,-122.1334
39.6104,-123.0448
39.951,-122.1525
39.9891,-122.0727
40.3738,-122.8612
40.3827,-122.8634
40.4839,-123.749
41.1627,-121.7423
41.5807,-119.8713
41.5768,-119.8765
41.7263,-122.0008
41.8892,-123.3989
42.7226,-123.4488
43.0607,-120.754
43.059,-120.7697
43.0706,-120.7561
43.0689,-120.7719
42.9288,-123.5636
42.9272,-123.5756
42.8415,-124.4698
42.8398,-124.4816
43.8211,-123.6516
43.8194,-123.6642
44.4308,-120.7542
44.3912,-124.0178
44.3895,-124.0302
44.4005,-124.0124
44.3989,-124.025
45.0763,-119.3529
45.0672,-119.4527
45.0848,-122.0425
45.3243,-122.1021
45.3226,-122.1168
46.3442,-122.2612
46.3425,-122.2761
34.6392,-77.242
37.5947,-75.7885
39.348,-76.65
42.7123,-93.9116
40.4397,-84.6556
40.8336,-89.853
39.4965,-90.2091
37.8069,-95.3819
37.8001,-95.389
37.7985,-95.3735
37.6297,-94.4801
37.6282,-94.4663
34.9666,-80.1818
37.0796,-93.2234
36.0187,-90.8018
34.8548,-85.1019
34.8591,-85.1074
33.7247,-82.8761
33.7132,-82.855
33.8223,-83.5579
33.5861,-83.3972
33.5786,-83.4064
33.3994,-83.4669
33.3862,-83.4708
33.4051,-83.472
32.9865,-83.5967
33.2133,-85.0119
32.4066,-82.5167
32.4061,-82.5236
32.0335,-83.0264
31.378,-83.2999
31.76,-85.6026
31.7559,-85.5825
31.7641,-85.5867
31.5319,-84.7572
31.392,-85.0495
31.3919,-85.0548
30.8709,-84.5283
30.8658,-84.5037
32.9258,-98.1486
32.9241,-98.13
30.8578,-84.5322
30.8527,-84.5076
32.515,-98.0242
32.0745,-96.6644
32.0198,-96.2726
30.6804,-96.3973
30.6792,-96.3907
41.602,-119.8927
41.5987,-119.8994
33.4212,-110.853
33.0268,-112.6492
33.0168,-112.6517
26.3103,-80.9112
26.3089,-80.921
26.4755,-81.4917
26.7991,-81.3588
27.0967,-80.1917
27.0953,-80.2017
27.1657,-81.7621
29.3437,-82.3493
29.3422,-82.3593
29.5778,-82.5647
29.6506,-82.6383
29.6491,-82.6485
30.1027,-82.1491
29.9405,-84.477
30.4533,-82.7726
30.7003,-83.0971
30.6952,-83.3703
30.7041,-83.3721
30.6099,-84.8272
30.9659,-83.0534
30.7457,-84.4465
30.7549,-84.4486
30.7531,-84.4599
30.8512,-84.4301
30.8528,-84.5178
30.8509,-84.5291
30.862,-84.52
30.8601,-84.5313
31.0995,-83.2112
30.9592,-84.2747
31.4246,-81.6357
32.4087,-81.9815
31.3558,-83.177
31.3542,-83.1873
31.3646,-83.1788
31.3824,-83.3006
31.5483,-82.4486
30.8944,-86.8731
30.8917,-86.8881
31.3623,-84.2471
31.3605,-84.2581
30.8994,-86.8812
31.6659,-82.3421
31.3908,-85.0368
31.3888,-85.0486
31.4001,-85.0389
31.3981,-85.0507
30.0012,-92.2403
29.9933,-92.2752
31.9351,-81.7508
29.9968,-92.246
31.7084,-83.4703
32.0403,-81.3189
31.7709,-83.1821
32.0492,-81.3206
32.0478,-81.3312
31.8752,-82.5448
31.5297,-84.7622
31.3067,-86.0726
31.3044,-86.0859
31.8036,-83.1462
31.802,-83.1566
30.129,-92.2176
31.9277,-83.2491
31.9261,-83.2595
31.9245,-83.2699
32.1072,-82.0954
31.6787,-84.8682
31.6768,-84.8798
31.8806,-83.9646
32.033,-83.0416
32.2514,-81.9165
32.1907,-82.3409
31.7616,-85.5941
31.7595,-85.6066
31.7088,-86.0173
31.7111,-86.0099
31.7088,-86.0228
31.7992,-85.7387
31.797,-85.7512
32.4072,-81.9919
32.4175,-81.9832
32.416,-81.9936
32.0647,-84.3215
32.2094,-83.457
32.2078,-83.4674
31.9909,-85.7058
30.8094,-91.6987
32.638,-81.6618
31.7021,-88.1057
31.7008,-88.1103
31.3704,-89.7911
32.0239,-86.5724
32.5999,-83.5183
32.5934,-84.2061
33.088,-81.1322
33.0866,-81.1432
33.097,-81.1339
33.0177,-81.7172
32.9966,-82.2075
32.9951,-82.2179
33.0053,-82.2092
33.0039,-82.2197
33.0849,-81.9659
33.3067,-80.4319
32.4984,-85.827
32.4963,-85.8395
32.5175,-85.8316
32.5271,-85.834
32.9772,-83.5924
32.986,-83.5943
32.9577,-84.8246
32.9559,-84.8359
32.9668,-84.8268
32.9649,-84.838
33.2827,-82.8498
33.2812,-82.8603
31.9691,-90.5622
32.9929,-85.3407
32.991,-85.3525
33.3779,-83.1341
33.3763,-83.1445
33.4356,-82.8836
33.4341,-82.894
33.7973,-80.4928
33.3834,-83.4773
33.3818,-83.4878
33.3937,-83.4687
33.4025,-83.4706
32.5479,-88.7956
33.7406,-81.9715
33.5798,-83.4021
33.54,-83.6655
33.5383,-83.6761
33.7153,-82.8635
33.7138,-82.8739
33.8742,-82.3392
34.4351,-78.7049
33.8153,-83.5585
33.8137,-83.569
32.986,-88.5288
33.0935,-88.6396
33.0902,-88.6572
33.0919,-88.6442
33.0884,-88.6617
34.1835,-83.3913
33.8204,-86.3139
33.4409,-89.1299
35.1263,-79.0769
35.0204,-80.0094
35.7459,-82.1439
34.8631,-87.6532
34.8429,-87.989
34.8532,-87.9917
34.8654,-87.6474
35.2696,-85.6846
35.2677,-85.6962
35.6445,-89.9417
36.4361,-88.6372
37.9399,-84.5794
37.0246,-90.067
37.0273,-90.0554
38.6647,-89.3355
39.9225,-86.7415
39.4955,-90.2099
40.8242,-89.8564
40.916,-91.624
40.9255,-91.6323
41.2888,-98.2714
41.3044,-98.2785
33.4148,-110.8649
33.193,-115.4458
41.302,-98.2777
41.2983,-98.2855
41.5936,-119.8813
41.6002,-119.8907
43.9531,-108.0351
43.9514,-108.0487
43.9623,-108.0374
44.0159,-107.91
45.6719,-108.872
30.0005,-90.4037
32.2771,-87.7438
36.3526,-76.8046
35.2422,-80.493
34.9473,-78.19
34.9458,-78.179
35.0774,-79.2723
35.076,-79.2604
33.3285,-79.5568
32.5287,-84.0908
32.1108,-84.0938
32.109,-84.0741
29.8879,-82.5473
28.9342,-81.6975
28.9328,-81.6852
28.6773,-82.0208
28.3678,-82.6854
28.3662,-82.6718
28.08,-81.0871
27.4381,-81.9048
27.4366,-81.8929
27.145,-81.1164
27.1436,-81.1055
26.7931,-81.0973
26.7219,-81.0537
26.7206,-81.0431
26.7118,-81.702
41.7126,-94.7107
40.7036,-95.0589
40.7066,-95.064
40.7037,-95.0482
36.2385,-93.1281
34.9753,-93.0006
34.9695,-92.974
33.4241,-110.8672
33.4222,-110.8394
33.4192,-110.8748
33.4171,-110.8472
38.9843,-122.0231
34.1891,-79.0066
34.1857,-79.0126
35.1475,-79.3401
35.1441,-79.3432
37.8542,-75.5535
37.8533,-75.558
30.9378,-88.0106
31.3812,-83.3021
31.3788,-83.3314
31.3431,-83.6487
31.3837,-83.3075
31.2835,-86.0584
31.2816,-86.0772
31.29,-86.0648
31.1645,-87.6192
31.1628,-87.6341
31.335,-86.0896
31.5793,-83.6586
31.5858,-83.6669
31.3921,-86.8819
31.2454,-89.6783
31.2439,-89.6899
31.7069,-86.0099
31.705,-86.0295
31.588,-87.2858
31.4941,-88.4833
31.4958,-88.4769
31.4942,-88.4902
31.7837,-87.8169
31.7956,-88.6921
31.7941,-88.7053
32.2712,-85.3875
32.2691,-85.4093
32.2724,-85.3928
32.2705,-85.4146
32.2861,-86.1625
32.2819,-86.1693
32.8471,-83.0244
32.8448,-83.0573
32.8619,-83.0256
32.8595,-83.0587
32.549,-86.8233
33.26,-83.1232
33.5088,-85.3339
33.5699,-87.7488
33.0882,-83.8409
34.0532,-85.6221
34.0537,-85.6273
33.8934,-87.9371
33.7957,-89.1917
33.7942,-89.2051
33.8056,-89.1934
33.8041,-89.2068
33.8791,-90.5832
34.8686,-87.6572
34.5582,-92.0623
34.7565,-91.6801
35.4438,-87.3807
35.4431,-87.3877
34.9743,-92.6441
34.9728,-92.6549
34.9637,-92.9898
34.9622,-93.0005
35.8224,-92.5901
35.9736,-91.537
35.8312,-92.592
36.3578,-89.8319
36.1272,-91.7695
36.0961,-93.077
36.0945,-93.0879
36.2417,-92.4937
36.4207,-91.7043
36.6269,-90.4948
36.5516,-91.9686
36.5501,-91.98
36.5998,-92.3701
36.6472,-92.6272
36.656,-92.6291
36.7238,-93.4601
37.3393,-91.4231
37.949,-85.9313
37.4365,-94.2225
38.1701,-92.1249
38.1685,-92.1368
37.7799,-95.5473
38.3873,-92.226
38.3858,-92.2379
39.0012,-91.4366
38.9996,-91.4496
40.3328,-95.7906
39.6329,-92.8511
39.6314,-92.8631
40.541,-87.6683
40.331,-95.8022
41.3932,-98.3969
41.3909,-98.4102
43.2244,-95.6189
42.8415,-100.2197
42.8386,-100.2349
42.8512,-100.2234
42.8484,-100.2385
45.1844,-94.0301
45.1827,-94.0436
45.1186,-96.4315
45.1168,-96.4438
43.2729,-94.7518
42.5777,-99.272
43.4807,-92.6703
43.1258,-123.2383
43.7153,-122.8511
43.7917,-122.9018
43.839,-122.9603
37.9635,-79.1089
36.5991,-88.4517
36.5972,-88.4594
41.5683,-84.0467
41.6344,-87.1335
39.9747,-86.8336
37.964,-79.1011
28.3684,-82.174
30.7081,-83.3672
30.0759,-83.2075
28.3728,-82.1662
28.3647,-82.1545
28.317,-82.1664
27.699,-80.9355
26.653,-81.4968
26.7236,-81.0432
26.7286,-81.0681
26.6545,-81.3538
26.643,-81.5046
26.6384,-81.4814
26.7077,-81.3602
26.7165,-81.3512
26.7208,-81.3569
32.4046,-101.6376
32.4092,-101.641
32.6139,-103.3102
33.4202,-110.8648
33.4186,-110.8541
33.9866,-78.3187
33.9799,-80.0982
33.9781,-80.1094
35.6533,-77.2241
35.2618,-77.3254
36.2485,-80.8824
36.3288,-81.2928
36.3268,-81.3049
