LATITUDE,LONGITUDE
45.8496,-117.1442
45.784,-117.6261
45.7823,-117.6386
45.8313,-117.6134
45.8296,-117.6258
44.8545,-123.5385
44.8949,-123.6501
46.3434,-114.122
45.1495,-122.4259
44.9441,-123.656
45.1968,-122.4007
45.2063,-122.4041
45.2035,-122.4193
46.106,-116.8106
46.1043,-116.8238
46.1026,-116.837
46.1149,-116.8129
46.1132,-116.8262
45.2825,-122.2093
46.2209,-117.5393
46.2191,-117.5521
46.2279,-117.5545
46.5074,-115.8227
46.5057,-115.8368
46.5809,-115.8918
46.5902,-115.8934
46.5884,-115.9079
46.5796,-116.4281
43.9724,-123.2279
45.823,-121.4834
46.666,-115.8753
46.6879,-115.8517
46.6862,-115.8659
45.506,-123.4761
45.5027,-123.4935
45.9125,-121.5049
45.9101,-121.5183
46.7213,-116.4009
46.7443,-116.2922
46.7425,-116.306
46.7465,-116.3499
46.7101,-116.6369
46.7521,-116.38
46.7503,-116.394
45.6425,-123.4719
45.6395,-123.487
46.6569,-118.0739
46.6551,-118.0866
46.6656,-118.0765
46.9326,-116.1827
46.9435,-116.1707
46.9418,-116.1847
46.9387,-116.5784
46.937,-116.5922
45.9489,-123.4043
47.1665,-116.1457
47.1705,-116.1916
47.1688,-116.2055
47.1654,-116.2338
47.1637,-116.2477
46.4513,-122.2291
46.5162,-122.0856
46.5254,-122.0889
47.5884,-114.7483
46.574,-122.4518
46.5712,-122.4672
46.5778,-122.4604
46.575,-122.4756
47.5523,-116.0772
47.5504,-116.0925
47.5488,-116.1065
46.5285,-123.0555
46.7084,-122.828
47.0411,-121.2135
47.0389,-121.2267
47.7648,-116.2376
47.774,-116.2399
47.7723,-116.2543
47.7798,-116.2706
46.6716,-123.5199
47.1216,-121.732
47.119,-121.7467
48.1021,-114.8038
47.3571,-120.5951
47.355,-120.6083
47.9087,-116.9259
48.4648,-114.7425
48.463,-114.7596
48.4827,-114.765
48.479,-114.8002
48.489,-114.8019
48.4871,-114.8196
48.2075,-117.481
47.81,-120.3295
47.8187,-120.3326
48.4168,-116.3839
48.5502,-116.1042
48.2357,-118.7803
48.2444,-118.7831
48.4413,-117.3886
48.5232,-116.8115
48.5215,-116.8254
48.5339,-116.8006
48.5323,-116.8142
47.6804,-122.9362
47.6897,-122.9399
47.6988,-122.9441
48.5639,-117.5102
48.5746,-117.4989
48.6073,-118.8418
48.6091,-118.8285
48.5954,-118.7963
48.5879,-118.5813
39.826,-74.9135
39.8156,-74.9102
29.1743,-96.4374
30.8272,-95.6667
32.4366,-87.2822
32.44,-87.2892
33.5022,-86.1442
33.5004,-86.1637
34.3039,-119.1115
36.8656,-118.7531
41.2191,-120.7946
39.8549,-121.9962
42.3187,-120.5129
39.0365,-122.052
39.8571,-121.9833
42.3204,-120.5011
46.117,-116.828
46.5555,-116.5058
45.6517,-123.4763
45.6495,-123.4896
46.7076,-116.3978
46.7262,-116.3114
46.9426,-116.1747
44.7541,-123.5932
42.8569,-123.1028
43.0046,-124.2711
43.002,-124.2855
43.0046,-124.2766
44.2229,-120.2694
43.7756,-123.3044
44.7981,-122.4022
45.0153,-121.7149
45.0134,-121.7274
45.0297,-121.6801
45.0366,-121.6951
45.0347,-121.7075
44.7518,-123.6067
44.8574,-123.5336
44.8924,-123.6512
44.9607,-123.4742
44.9585,-123.4872
44.9429,-123.5808
44.9497,-123.6557
46.1071,-116.8261
47.1715,-116.2038
46.5755,-122.459
47.5892,-117.027
47.5875,-117.0436
47.7768,-116.2536
48.4963,-114.7773
48.4946,-114.7989
33.0153,-79.8796
44.6483,-122.5735
44.9575,-123.4722
41.6606,-78.5701
38.0496,-77.8091
39.6837,-75.0744
41.4635,-81.6726
41.5693,-84.0419
34.8031,-81.2517
34.8486,-82.4573
34.1083,-78.1042
34.1096,-78.1103
34.7345,-82.7025
34.6859,-82.7453
34.6844,-82.7345
37.2774,-79.1035
37.151,-79.3543
36.6285,-79.6867
33.0152,-79.8869
29.3937,-82.187
28.3641,-82.1692
28.342,-82.5706
27.6196,-80.772
27.5124,-81.8765
26.6751,-80.5528
29.8153,-82.9599
29.9076,-82.5297
29.3953,-82.1973
26.623,-80.735
48.0801,-97.0139
44.4238,-97.0542
44.1679,-97.132
36.8315,-118.7619
36.8328,-118.7562
33.4141,-110.8591
31.3624,-101.7858
31.3591,-101.7686
46.8043,-116.7885
46.6267,-122.4823
46.5033,-122.4339
45.2515,-117.751
46.8188,-116.8102
46.8059,-116.8169
46.8123,-116.8214
46.6298,-122.4985
43.6888,-121.4402
43.2178,-124.193
43.215,-124.178
42.3235,-120.506
42.3176,-120.4797
42.3229,-120.5134
42.3172,-120.4872
43.6999,-121.4358
44.6711,-123.7638
44.7191,-123.7391
43.5936,-123.7482
43.2276,-124.1897
44.7219,-123.7545
43.2248,-124.1746
39.0291,-121.8618
40.5953,-124.0387
40.1843,-122.1681
40.1797,-122.1463
40.4825,-123.7461
39.9457,-122.0522
39.838,-122.1685
39.8332,-122.1463
39.8299,-122.1541
39.653,-122.1266
39.6432,-122.0815
39.6621,-122.13
39.6407,-122.0891
39.4249,-121.6426
39.1027,-122.139
39.0977,-122.1159
39.101,-122.1464
39.0961,-122.1233
39.029,-121.8686
39.0239,-121.8446
38.9486,-122.0567
38.9436,-122.033
38.6686,-122.9023
36.8701,-121.3991
36.8757,-121.3902
36.8821,-121.4184
33.3507,-85.888
33.3461,-85.8906
33.4932,-86.1491
35.4882,-78.4953
35.716,-79.913
35.5969,-81.1667
38.0438,-77.8171
38.5246,-77.5362
38.5614,-77.5338
38.5597,-77.545
41.6581,-78.5787
39.684,-75.0784
41.6599,-78.5669
41.4617,-81.6798
28.0562,-97.4424
30.4481,-94.7705
30.1658,-100.7281
30.7836,-100.5198
30.7942,-100.5112
30.7925,-100.5217
31.4373,-102.1886
31.6421,-101.8655
33.4088,-110.8751
33.4117,-110.8446
33.4028,-110.8811
33.9824,-110.0426
34.0512,-110.6158
34.0564,-110.5884
34.0483,-110.622
44.7225,-94.6859
44.7218,-94.6906
45.2672,-95.6882
45.2653,-95.7125
44.9917,-108.2212
46.59,-98.5811
46.595,-98.5873
47.4883,-97.7616
47.4807,-97.7458
47.4789,-97.7669
44.4456,-117.86
44.4491,-117.8638
46.9775,-112.1269
48.7949,-101.1148
48.7932,-101.1306
46.9786,-112.111
46.9739,-112.1321
48.9843,-99.5928
46.1128,-116.6884
46.7471,-115.7601
46.7504,-115.765
46.8094,-116.8138
46.8083,-116.8204
47.0876,-116.2541
46.6376,-118.0969
47.2125,-116.0093
47.2033,-116.0453
47.2038,-116.007
47.2154,-116.021
48.2238,-115.1051
48.4588,-114.8765
48.4527,-114.902
48.4583,-114.8824
48.3144,-116.6507
33.3238,-117.1681
33.3217,-117.1907
33.3363,-117.1701
33.3343,-117.1925
33.3239,-117.1734
33.322,-117.1958
33.3364,-117.1752
33.3345,-117.1978
36.7853,-118.6539
36.7832,-118.6767
36.7953,-118.6765
36.8732,-121.4087
38.0688,-120.7931
38.0742,-120.7824
38.0726,-120.7992
40.4821,-123.7452
38.144,-121.597
38.5274,-120.44
38.4606,-121.8592
38.459,-121.8738
38.6588,-121.9073
38.8786,-121.7612
38.8926,-121.7074
38.9537,-121.9026
38.9487,-122.0379
38.947,-122.0526
38.9488,-122.0448
39.021,-121.659
39.03,-121.8622
39.0385,-122.0609
39.0389,-122.0514
39.0947,-121.8177
39.1004,-122.1375
39.1357,-122.1956
39.2348,-121.662
39.2331,-121.6775
39.1979,-122.2718
39.2078,-122.2736
39.493,-121.4054
39.4914,-121.421
39.3022,-123.4598
39.4783,-122.2241
39.5205,-121.9263
39.5594,-122.0416
39.5495,-122.1315
39.5478,-122.1464
39.6512,-122.1251
39.6495,-122.1401
39.8494,-121.9882
39.831,-122.1554
39.8294,-122.1705
39.8595,-121.99
40.1854,-122.1685
40.0161,-123.9261
40.4038,-121.0605
40.2984,-124.2497
40.4805,-123.7577
40.594,-122.8855
40.5924,-122.8994
40.5948,-122.8908
40.6968,-123.4074
