DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
IH268,redacted,redacted,NATICK,IH,,37.449,42.28251195,71.3795606,209933.8894,892455.537,M,100
IH628,redacted,redacted,WEYMOUTH,IH,,8.541,42.21846,70.9684924,243883.0356,885470.7265,M,100
IH269,redacted,redacted,WELLESLEY,IH,,27.594,42.30926055,71.2620508,219617.8443,895446.9955,M,100
W126,redacted,redacted,Marblehead,W,,,42.47537779,70.9278239,247049.2759,914029.3467,T,66
IH629,redacted,redacted,SPRINGFIELD,IH,,3.942,42.08410508,72.5758358,110988.9876,870972.2383,M,100
R3066,redacted,redacted,Rockport,R,,60,42.65800342,70.6160617,272474.0841,934533.6181,M,93
R899,redacted,redacted,Lowell,R,,21,42.64095353,71.3107074,215524.5658,932281.3165,M,100
G154,redacted,redacted,Avon,G,,18,42.12270056,71.0651431,235957.5291,874789.4021,M,100
IH270,redacted,redacted,NORWOOD,IH,,62.7435,42.20763723,71.1867254,225869.5165,884179.3848,M,100
G155,redacted,redacted,Everett,G,,15,42.4135512,71.0395176,237902.0321,907106.2151,M,100
IC21,redacted,redacted,Chicopee,IC,,75.55275,42.14199692,72.6026465,108854.006,877430.1715,M,100
F232,redacted,redacted,Brookline,F,,,42.32556023,71.1285517,230616.3041,897296.7951,M,100
C57,redacted,redacted,Marlborough,C,,0,42.33955059,71.5871003,192822.3972,898787.7895,M,100
R2134,redacted,redacted,Auburn,R,,37.5,42.20637459,71.8237581,173264.2532,884042.373,M,100
IC22,redacted,redacted,Boston,IC,,306.60525,42.35248609,71.0659434,235761.4781,900311.9465,M,100
IH54,redacted,redacted,CONCORD,IH,,93.6225,42.45263498,71.3771978,210101.5722,911352.5511,M,100
IH271,redacted,redacted,CONCORD,IH,,6.57,42.45263498,71.3771978,210101.5722,911352.5511,M,71
IH272,redacted,redacted,WATERTOWN,IH,,53.5455,42.3676715,71.1532826,228558.876,901965.7445,M,100
R1085,redacted,redacted,Cambridge,R,,22.5,42.36651257,71.0920275,233604.9971,901859.3365,M,100
R3299,redacted,redacted,Boston,R,,75,42.35118393,71.0629252,236010.8816,900168.5782,T,100
R126,redacted,redacted,Leominster,R,,15,42.55681648,71.7711769,177730.116,922953.2374,M,100
R579,redacted,redacted,Lowell,R,,18,42.64146462,71.3066357,215858.3663,932338.8392,M,100
IC23,redacted,redacted,Beverly,IC,,185.976,42.55107968,70.8389155,254294.7899,922490.9867,M,100
R3589,redacted,redacted,Amherst,R,,97.5,42.37955154,72.5196798,116027.2118,903729.2377,M,100
F233,redacted,redacted,New Bedford,F,,,41.65149549,70.9443965,246282.6288,822512.1492,M,100
F234,redacted,redacted,Stoughton,F,,,42.13603283,71.1244132,231050.1104,876246.9461,M,100
F235,redacted,redacted,Ayer,F,,,42.55303234,71.5670192,194495.8358,922499.6488,M,100
IH273,redacted,redacted,BREWSTER,IH,,56.8305,41.73717296,70.0804464,318088.0264,832860.0852,M,100
IH274,redacted,redacted,HARWICH,IH,,44.3475,41.7073478,70.0872268,317578.8992,829538.5608,M,100
IH275,redacted,redacted,MELROSE,IH,,26.937,42.46174902,71.0619212,236030.5217,912450.1874,M,100
IH276,redacted,redacted,NORTON,IH,,34.821,41.98269636,71.2106691,223977.0558,859188.0354,M,100
IH277,redacted,redacted,SHARON,IH,,21.681,42.1417558,71.1980337,224961.6113,876858.4311,M,100
IH278,redacted,redacted,WESTON,IH,,52.56,42.34968017,71.25947,219817.9559,899937.2248,M,100
IH279,redacted,redacted,BROOKLINE,IH,,44.3475,42.32436123,71.1443076,229318.1963,897158.08,M,52
W127,redacted,redacted,West Bridgewater,W,,,42.0183651,71.0600829,236435.7115,863203.0562,M,66
R1612,redacted,redacted,Waltham,R,,30,42.36811492,71.2374442,221626.4143,901990.239,M,100
R2920,redacted,redacted,Plymouth,R,,52.5,41.97463607,70.6852308,267528.151,858574.6397,M,100
R1086,redacted,redacted,Lowell,R,,22.5,42.64253921,71.30848,215706.8457,932457.8685,M,100
W128,redacted,redacted,Medford,W,,,42.61512192,73.1234414,66809.0693,930662.1468,T,66
R580,redacted,redacted,Boston,R,,18,42.34995022,71.1068076,232396.0385,900013.9475,T,100
F236,redacted,redacted,Dracut,F,,,42.67189009,71.2945132,216844.4234,935720.9871,M,100
R127,redacted,redacted,Salem,R,,15,42.5217972,70.8929215,249882.5096,919205.3487,M,100
IH280,redacted,redacted,BEVERLY,IH,,66.357,42.56638709,70.8617127,252409.768,924177.0607,M,100
W129,redacted,redacted,Essex,W,,,42.41400184,71.17873,226443.4138,907103.7615,T,66
F237,redacted,redacted,Framingham,F,,,42.27551234,71.4339537,205448.1311,891673.1525,M,100
R1087,redacted,redacted,Worcester,R,,22.5,42.2918986,71.780823,176841.0689,893529.27,M,100
W130,redacted,redacted,Ashland,W,,,41.66968868,70.9117715,248986.3711,824550.9991,T,66
F238,redacted,redacted,Worcester,F,,,42.25402829,71.7982424,175389.8223,889327.7376,M,100
R1401,redacted,redacted,Worcester,R,,25.5,42.25419799,71.7981234,175399.7064,889346.5519,M,100
R3622,redacted,redacted,Nantucket,R,,105,41.2836682,70.0978657,317467.0674,782472.9947,M,100
IH281,redacted,redacted,EVERETT,IH,,60.1155,42.41508648,71.035075,238266.7629,907278.7325,M,100
G156,redacted,redacted,Cambridge,G,,22.5,42.3822208,71.1196685,231320.4228,903593.6234,M,100
R3300,redacted,redacted,Boston,R,,75,42.3592682,71.0538132,236756.919,901070.427,M,100
C58,redacted,redacted,Boston,C,,32.9,42.3211024,71.0515272,236967.5277,896832.1579,T,100
W131,redacted,redacted,Burlington,W,,,42.51991718,71.2476653,220734.6381,918849.6686,T,66
W132,redacted,redacted,Chelsea,W,,,42.38572408,71.6379782,188638.0488,903922.1204,T,66
G157,redacted,redacted,Springfield,G,,30,42.1111675,72.5652894,111899.0516,873966.9135,M,100
F239,redacted,redacted,Boston,F,,,42.33459222,71.0622147,236078.8763,898325.9569,M,100
F240,redacted,redacted,Brockton,F,,,42.06377557,71.0094057,240603.9536,868269.6344,M,100
W133,redacted,redacted,Boston,W,,,42.34659402,71.0302248,238707.8669,899673.0777,M,66
IH630,redacted,redacted,MIDDLEBOROUGH,IH,,9.198,41.8185099,70.8834661,251224.0669,841096.4773,M,88
W134,redacted,redacted,New Bedford,W,,,42.06249403,72.6180224,107467.3405,868616.9695,T,66
F241,redacted,redacted,Brockton,F,,,42.09808474,71.0336241,238578.7072,872069.0928,M,100
R2135,redacted,redacted,Mattapoisett,R,,37.5,41.65796063,70.795452,258683.7511,823321.8443,M,100
IH282,redacted,redacted,LOWELL,IH,,55.5165,42.6449642,71.3478736,212475.64,932720.7411,M,100
R581,redacted,redacted,Fairhaven,R,,18,41.64395635,70.8920427,250649.6811,821704.5629,M,100
IH143,redacted,redacted,WORCESTER,IH,,68.6565,42.26130419,71.834211,172424.97,890146.9007,M,100
C59,redacted,redacted,Boston,C,,0,42.36629834,71.052624,236850.7909,901851.8152,M,100
C60,redacted,redacted,Boston,C,,98.6,42.34956805,71.0759494,234938.7083,899983.6776,M,100
IH631,redacted,redacted,BOSTON,IH,,10.512,42.27953855,71.0784241,234773.2584,892204.1872,M,81
IH283,redacted,redacted,GREAT BARRINGTON,IH,,59.13,42.21984984,73.3752024,45191.92928,887190.1441,M,100
IH69,redacted,redacted,GREAT BARRINGTON,IH,,15.60375,42.19210843,73.3708558,45483.13104,884101.6746,M,100
R3507,redacted,redacted,EASTHAM,R,,90,41.85244933,69.9876939,325576.0236,845794.2125,M,100
R2996,redacted,redacted,Woburn,R,,54,42.46216793,71.1675324,227344.2213,912457.4848,M,100
R1402,redacted,redacted,BOSTON,R,,25.5,42.35469135,71.0623664,236054.916,900558.4018,M,100
IH284,redacted,redacted,FALL RIVER,IH,,20.367,41.707285,71.143105,229704.1021,828619.9666,M,100
IH285,redacted,redacted,FALMOUTH,IH,,39.42,41.56124621,70.6033737,274794.8783,812730.7582,M,100
IH62,redacted,redacted,FALMOUTH,IH,,59.29425,41.56525507,70.6219146,273243.7064,813159.8988,M,100
R1088,redacted,redacted,Hanover,R,,22.5,42.11659907,70.8735015,251808.7656,874210.3071,M,100
G158,redacted,redacted,East Falmouth,G,,75,41.61649531,70.5592907,278404.3776,818906.3785,M,100
G159,redacted,redacted,East Falmouth,G,,22.5,41.57867376,70.5608529,278320.428,814704.448,M,100
R1089,redacted,redacted,Leominster,R,,22.5,42.53082546,71.7681735,177967.6887,920065.3404,M,100
R3301,redacted,redacted,Boston,R,,75,42.3370814,71.0501756,237069.5786,898607.6035,M,100
F242,redacted,redacted,Canton,F,,,42.14389452,71.1277315,230771.9739,877118.9497,M,100
R582,redacted,redacted,South Yarmouth,R,,18,41.6697582,70.1889402,309178.608,825228.8995,M,100
G160,redacted,redacted,Osterville,G,,45,41.62786995,70.3813885,293214.4662,820348.6149,M,100
R2587,redacted,redacted,Brockton,R,,45,42.10972846,71.0204143,239664.1366,873368.4169,M,100
R3397,redacted,redacted,Salem,R,,78,42.487123,70.9000667,249322.5019,915349.6553,M,100
F243,redacted,redacted,Haverhill,F,,,42.77100729,71.0931514,233298.1018,946790.8394,M,100
R583,redacted,redacted,Woburn,R,,18,42.4975637,71.1246569,230853.2519,916403.8403,M,100
R584,redacted,redacted,NEWTON UPPER FALLS,R,,18,42.3140669,71.2114089,223791.2178,895993.7472,M,62
G161,redacted,redacted,Framingham,G,,105,42.29823634,71.4226574,206377.6708,894198.0039,M,100
W135,redacted,redacted,Quincy,W,,,42.24129489,71.0413013,237858.1106,887972.1551,M,64
F244,redacted,redacted,Canton,F,,,42.18373741,71.1262921,230871.5656,881544.8786,M,100
F245,redacted,redacted,Springfield,F,,,42.14428201,72.5367856,114300.9442,877615.6863,M,100
IH286,redacted,redacted,MONTAGUE,IH,,40.077,42.58706788,72.5751621,111748.9146,926834.4601,M,100
R3695,redacted,redacted,Braintree,R,,120,42.1953586,71.0279521,238988.0952,882875.9354,M,100
R1613,redacted,redacted,Lynn,R,,30,42.48534807,70.9609667,244317.0251,915119.0713,M,100
IH23,redacted,redacted,BOSTON,IH,,95.49495,42.30018874,71.1278388,230687.3574,894478.9234,M,100
R2921,redacted,redacted,SOUTH DARTMOUTH,R,,52.5,41.60769336,70.9404464,246643.5884,817649.4056,M,100
R128,redacted,redacted,East Longmeadow,R,,15,42.05747335,72.5175096,115779.179,867955.2183,M,100
IH7,redacted,redacted,AYER,IH,,0,42.52914681,71.6240861,189805.1854,919851.654,M,100
R129,redacted,redacted,Attleboro,R,,15,41.9439933,71.2848134,217843.5216,854871.1441,M,100
R842,redacted,redacted,Stoneham,R,,19.5,42.4790186,71.1002197,232871.6314,914352.9955,M,100
R1495,redacted,redacted,Cambridge,R,,28.5,42.37217845,71.1191386,231369.0408,902478.3532,M,100
F246,redacted,redacted,Plymouth,F,,,41.93552043,70.7348775,263452.5121,854192.1535,M,100
R1614,redacted,redacted,Mashpee,R,,30,41.61022237,70.4906151,284136.1988,818275.1382,M,100
R1090,redacted,redacted,Cambridge,R,,22.5,42.3658933,71.1036164,232650.7371,901786.0501,M,100
R585,redacted,redacted,Quincy,R,,18,42.24988707,71.0278875,238959.9109,888932.5507,M,100
R2922,redacted,redacted,Chicopee,R,,52.5,42.16663553,72.5453876,113620.3806,880107.0379,M,100
R586,redacted,redacted,Dedham,R,,18,42.23388384,71.1779117,226586.3225,887097.3814,M,100
R1615,redacted,redacted,Lee,R,,30,42.30422831,73.2481235,55873.52251,896337.6449,M,100
R3789,redacted,redacted,Boston,R,,187.5,42.350825,71.0672,235658.8811,900126.9145,M,100
R1616,redacted,redacted,Nantucket,R,,30,41.27869,70.09465,317745.5555,781924.5768,M,100
R2136,redacted,redacted,Charlestown,R,,37.5,42.37361639,71.0625703,236027.3449,902660.422,M,100
R1091,redacted,redacted,Groton,R,,22.5,42.61098786,71.5746557,193874.3031,928938.0466,M,100
R3696,redacted,redacted,Boston,R,,120,42.3517764,71.067786,235610.0649,900232.3464,T,100
R3398,redacted,redacted,West Boylston,R,,78,42.35163027,71.7850464,176514.9453,900165.1347,M,100
R3508,redacted,redacted,Attleboro,R,,90,41.92037279,71.3252824,214493.1636,852239.9674,M,100
F247,redacted,redacted,Monatogue,F,,,42.59176239,72.5291448,115532.1959,927309.3113,M,100
G162,redacted,redacted,Holyoke,G,,22.5,42.20642767,72.63078,106623.4632,884616.49,M,100
R3712,redacted,redacted,Dedham,R,,127.5,42.23184004,71.1846683,226029.4437,886868.2863,M,100
R3697,redacted,redacted,Quincy,R,,120,42.24567788,71.0003423,241235.7158,888477.9749,M,100
R900,redacted,redacted,Walpole,R,,21,42.14675476,71.2549273,220257.006,877398.5932,M,100
R3662,redacted,redacted,Weston,R,,112.5,42.34708121,71.3296079,214039.6817,899634.6218,M,100
R3590,redacted,redacted,Salem,R,,97.5,42.51983736,70.8879845,250289.7305,918990.552,M,100
F248,redacted,redacted,Jamaica Plain,F,,,42.3079995,71.1154797,231702.535,895351.0181,M,100
R1617,redacted,redacted,Lowell,R,,30,42.65104747,71.3330372,213691.0268,933398.7779,M,100
R1092,redacted,redacted,Lowell,R,,22.5,42.6272159,71.3077269,215772.4455,930755.8242,M,100
R2588,redacted,redacted,Boston,R,,45,42.34670535,71.0757107,234959.9576,899665.8007,M,100
W136,redacted,redacted,Weymouth,W,,,42.19263399,70.9320215,246913.2466,882621.6159,M,66
R2137,redacted,redacted,Lenox,R,,37.5,42.35794547,73.2827908,53140.44249,902362.192,M,100
R3302,redacted,redacted,Marlborough,R,,75,42.34914438,71.522872,198115.4929,899850.0209,M,100
R2589,redacted,redacted,Worcester,R,,45,42.2661647,71.8010389,175163.8238,890676.5846,M,81
F249,redacted,redacted,Belmont,F,,,42.385725,71.18439,225989.173,903961.1147,M,100
R3797,redacted,redacted,Middleboro,R,,210,41.90104948,70.959024,244888.3616,850221.2517,M,100
R1618,redacted,redacted,Methuen,R,,30,42.72901,71.20858,223866.9512,942086.7589,M,100
W137,redacted,redacted,Boston,W,,,42.34979694,71.0390098,237982.1019,900024.892,M,66
R3067,redacted,redacted,Rockport,R,,60,42.65885564,70.6169244,272402.3748,934627.5491,M,100
R1619,redacted,redacted,VINEYARD HAVEN,R,,30,41.4587105,70.5581743,278690.9241,801383.6633,M,55
IC24,redacted,redacted,Boston,IC,,78.316875,42.35500749,71.0741388,235084.8707,900588.6076,M,100
F250,redacted,redacted,Danvers,F,,,42.57461135,70.9733561,243237.217,925028.0172,M,100
W138,redacted,redacted,Danvers,W,,,42.57461135,70.9733561,243237.217,925028.0172,M,66
W139,redacted,redacted,Boston,W,,,42.3466156,71.0350827,238307.585,899673.2812,M,66
IH632,redacted,redacted,MELROSE,IH,,8.541,42.46000848,71.0681819,235516.585,912254.226,M,100
R130,redacted,redacted,Fitchburg,R,,15,42.58224238,71.7969825,175620.7227,925784.6572,M,100
IC25,redacted,redacted,Fitchburg,IC,,378.4725,42.58782717,71.7889784,176279.8778,926402.7723,M,100
R3623,redacted,redacted,Northampton,R,,105,42.32002021,72.6289237,106943.7308,897230.5939,M,100
R1093,redacted,redacted,Holyoke,R,,22.5,42.19111837,72.6386847,105948.0578,882924.8717,M,100
R3017,redacted,redacted,North Attleboro,R,,57,41.95566343,71.3788859,210041.0899,856151.9593,M,100
R1496,redacted,redacted,Boston,R,,28.5,42.3488644,71.0818288,234454.6752,899903.1281,M,100
R587,redacted,redacted,Mattapan,R,,18,42.2852795,71.0930569,233563.2535,892835.9939,M,100
G163,redacted,redacted,Quincy,G,,103,42.24829084,71.0016815,241123.5024,888767.5555,M,100
G164,redacted,redacted,Boston,G,,150,42.33561147,71.0366529,238184.8436,898450.2971,M,82
R1620,redacted,redacted,Amesbury,R,,30,42.85802766,70.9300741,246580.2296,956534.2741,M,100
F251,redacted,redacted,Gloucester,F,,,42.61026165,70.6660223,268429.7989,929189.2332,M,100
W140,redacted,redacted,Chelsea,W,,,42.86277234,70.9293381,246636.8544,957061.7673,T,66
R3819,redacted,redacted,Boston,R,,300,42.35062226,71.0679882,235594.0567,900104.066,M,100
R1621,redacted,redacted,ARLINGTON,R,,30,42.4054984,71.1419211,229477.0706,906171.2892,M,100
R2138,redacted,redacted,Hull,R,,37.5,42.26606643,70.8545793,253247.9017,890823.3011,M,100
R1622,redacted,redacted,Boston,R,,30,42.36435633,71.0538664,236749.5764,901635.5699,M,100
R588,redacted,redacted,Wrentham,R,,18,42.0505128,71.3460636,212743.2415,866691.2569,M,100
F252,redacted,redacted,Boston,F,,,42.33816772,71.0745978,235056.3832,898717.9404,M,100
R3802,redacted,redacted,Falmouth,R,,225,41.5480278,70.6045099,274715.5151,811261.7043,M,100
R2923,redacted,redacted,Worcester,R,,52.5,42.26813699,71.7813482,176789.0476,890890.109,M,100
G165,redacted,redacted,Scituate,G,,15,42.20849208,70.7241941,264062.7092,884518.1713,M,100
R1094,redacted,redacted,Wilmington,R,,22.5,42.54239383,71.1677545,227291.2453,921368.891,M,100
R1623,redacted,redacted,Nantucket,R,,30,41.2843925,70.0981355,317443.144,782553.0599,M,100
W141,redacted,redacted,Boston,W,,,42.32537044,71.0594122,236315.1235,897302.8403,M,66
R589,redacted,redacted,South Hadley,R,,18,42.25775839,72.5758942,111227.4444,890258.9106,M,100
G166,redacted,redacted,Turners Falls,G,,52.5,42.60389223,72.5613048,112909.5429,928688.9789,M,100
R590,redacted,redacted,Falmouth,R,,18,41.55547967,70.6217692,273267.011,812074.3502,M,100
G167,redacted,redacted,Springfield,G,,225,42.08742479,72.5648169,111905.2092,871329.4939,M,100
F253,redacted,redacted,Boston,F,,,42.34320141,71.043032,237654.6275,899290.5107,M,100
G168,redacted,redacted,Palmer,G,,45,42.15830147,72.3262353,131719.1739,878982.7213,M,100
G169,redacted,redacted,Lynn,G,,202.875,42.477901,70.9566676,244675.7483,914294.1102,M,100
G170,redacted,redacted,Medford,G,,216,42.42382678,71.0901497,233729.083,908226.334,M,100
G171,redacted,redacted,Medford,G,,75,42.42123014,71.1330028,230203.7034,907921.8463,M,100
G172,redacted,redacted,Revere,G,,194.25375,42.43136564,71.0232642,239228.7644,909092.3334,M,100
G173,redacted,redacted,Somerville,G,,105,42.40699006,71.1334895,230170.4469,906339.9262,M,100
G174,redacted,redacted,Somerville,G,,154.11,42.37576667,71.1032911,232672.4295,902882.8673,M,100
G175,redacted,redacted,Whitman,G,,249,42.07973594,70.9469673,245760.0965,870073.9467,M,100
G176,redacted,redacted,Melrose,G,,225,42.46450714,71.0617387,236043.9547,912756.6314,M,100
G177,redacted,redacted,West Roxbury,G,,150,42.2905648,71.1467848,229129.5568,893403.3084,M,100
R131,redacted,redacted,Springfield,R,,15,42.14467946,72.4855482,118536.4633,877609.622,M,100
R1095,redacted,redacted,NANTUCKET,R,,22.5,41.2742245,70.0920263,317973.5459,781432.288,M,100
R2853,redacted,redacted,Plymouth,R,,48,41.92453358,70.5706014,277088.932,853107.2497,M,100
W142,redacted,redacted,West Bridgewater,W,,,42.03767737,70.9846443,242670.8164,865383.027,T,66
F254,redacted,redacted,Plymouth,F,,,41.91536191,70.6056175,274195.3134,852057.5655,M,100
W143,redacted,redacted,Chelsea,W,,,42.39529006,71.0527082,236826.9629,905072.0561,M,53
W144,redacted,redacted,Roslindale,W,,,42.2861626,71.1297292,230538.2438,892920.3032,M,66
R1359,redacted,redacted,Lowell,R,,24,42.64508552,71.3106604,215527.3976,932740.326,M,100
R1096,redacted,redacted,Essex,R,,22.5,42.63145822,70.7768871,259313.3593,931460.7257,M,100
R1624,redacted,redacted,Quincy,R,,30,42.24658725,71.00291,241023.2264,888577.7426,M,81
W145,redacted,redacted,Everett,W,,,42.4028591,71.0626656,236002.8378,905908.546,T,66
F255,redacted,redacted,Everett,F,,,42.4028591,71.0626656,236002.8378,905908.546,M,100
R2924,redacted,redacted,Westfield,R,,52.5,42.13075208,72.7448416,97082.55608,876343.0616,M,100
G178,redacted,redacted,Greenfield,G,,120,42.59664537,72.6093086,108960.1091,927934.1605,M,100
R1625,redacted,redacted,Cambridge,R,,30,42.36591236,71.1045644,232572.6399,901787.8046,M,100
R2590,redacted,redacted,Bernardston,R,,45,42.67020404,72.5547457,113538.839,936047.9835,M,100
C61,redacted,redacted,Hyannis,C,,0,41.64647597,70.2978706,300144.4879,822509.6153,M,100
C62,redacted,redacted,Waltham,C,,16.3,42.39738128,71.2544843,220213.4904,905236.8749,M,100
C63,redacted,redacted,Norwood,C,,0,42.17334397,71.1946608,225227.8695,880367.9761,M,81
R1441,redacted,redacted,Centerville,R,,27,41.64472051,70.3456715,296165.2807,822259.652,M,100
W146,redacted,redacted,Boston,W,,,42.34658597,71.0301711,238712.2976,899672.2072,M,100
C64,redacted,redacted,Boston,C,,13.7,42.35256833,71.0681359,235580.7877,900320.1647,M,100
R3068,redacted,redacted,Boston,R,,60,42.36516389,71.0608011,236177.8902,901722.3052,M,100
R3069,redacted,redacted,Quincy,R,,60,42.2484177,71.0014245,241144.6279,888781.7703,M,100
R1360,redacted,redacted,Quincy,R,,24,42.2563979,71.0072742,240656.7748,889665.3451,M,100
F256,redacted,redacted,New Bedford,F,,,41.66464596,70.9226688,248082.6656,823984.7285,M,100
F257,redacted,redacted,Framingham,F,,,42.27355123,71.4331862,205511.6149,891455.372,M,100
W147,redacted,redacted,Framingham,W,,,42.27355123,71.4331862,205511.6149,891455.372,M,66
IC26,redacted,redacted,Framingham,IC,,416.31975,42.29678715,71.4372078,205177.9589,894036.0488,M,100
R1917,redacted,redacted,Boston,R,,31.5,42.3436275,71.0722853,235243.91,899325.3381,M,100
R1361,redacted,redacted,Brimfield,R,,24,42.12105434,72.2117324,141147.0319,874760.4383,M,100
G179,redacted,redacted,Watertown,G,,30,42.38250403,71.1975892,224903.5438,903599.4022,M,100
IH24,redacted,redacted,BOSTON,IH,,69.9048,42.32978103,71.0832496,234347.9716,897782.8712,M,100
R591,redacted,redacted,Springfield,R,,18,42.09448569,72.5508961,113066.5137,872099.4141,M,100
R1918,redacted,redacted,Boston,R,,31.5,42.34301658,71.0690709,235509.1174,899258.8138,M,100
R1919,redacted,redacted,Gloucester,R,,31.5,42.61249651,70.6636115,268625.1694,929439.4151,M,100
IH287,redacted,redacted,FRANKLIN,IH,,26.937,42.08426294,71.3836523,209626.4471,870434.9831,M,100
R2139,redacted,redacted,Boston,R,,37.5,42.3413083,71.05705,236500.6332,899074.1406,M,100
R1626,redacted,redacted,Weymouth,R,,30,42.20418614,70.9560844,244917.5733,883891.7695,M,100
R2925,redacted,redacted,Cambridge,R,,52.5,42.3953399,71.1279311,230633.6429,905047.8454,M,100
R132,redacted,redacted,Natick,R,,15,42.28226947,71.3776557,210091.0484,892428.8279,M,100
F258,redacted,redacted,Foxborough,F,,,42.0373475,71.2320619,222185.1571,865252.3244,M,100
F259,redacted,redacted,Everett,F,,,42.40325772,71.0491463,237115.55,905958.6179,M,100
R3509,redacted,redacted,ARLINGTON,R,,90,42.42422574,71.1814028,226219.1795,908238.5811,M,100
W148,redacted,redacted,Boston,W,,,42.3492409,71.0394794,237943.7384,899962.9206,M,66
R133,redacted,redacted,West Bridgewater,R,,15,42.03896416,71.0147667,240175.9283,865511.3205,M,100
F260,redacted,redacted,Ashburnham,F,,,42.63318189,71.9094353,166416.6981,931481.3806,M,100
R3167,redacted,redacted,New Bedford,R,,63,41.63549917,70.9244898,247952.8552,820746.5117,M,100
R2591,redacted,redacted,North Adams,R,,45,42.69810947,73.1154128,67642.26255,939866.7116,M,100
F261,redacted,redacted,Wilbraham,F,,,42.1484738,72.4792358,119063.0526,878025.03,M,100
W149,redacted,redacted,West Springfield,W,,,42.17888643,71.0977497,233231.9416,881016.7981,T,66
F262,redacted,redacted,Franklin,F,,,42.07229543,71.4205721,206572.9939,869102.2336,M,100
W150,redacted,redacted,West Roxbury,W,,,42.287325,71.150545,228820.9327,893042.1728,M,66
R1959,redacted,redacted,Boston,R,,33,42.3507401,71.0728249,235195.4903,900115.1479,M,100
R414,redacted,redacted,Boston,R,,16.5,42.3495873,71.0408246,237832.6999,900000.7995,M,100
F263,redacted,redacted,Boston,F,,,42.34366664,71.1031189,232703.2083,899317.4047,M,100
R2926,redacted,redacted,NEWTON UPPER FALLS,R,,52.5,42.3094045,71.2147696,223515.8973,895474.9393,M,100
R1627,redacted,redacted,Boston,R,,30,42.33975241,71.1063076,232442.4631,898881.4132,M,100
W151,redacted,redacted,Holden,W,,,42.31589479,72.48884,118484.8511,896629.0429,T,66
W152,redacted,redacted,Boston,W,,,42.37881682,71.0719687,235250.3851,903234.1368,M,66
R3698,redacted,redacted,Hyannis,R,,120,41.6516431,70.2863329,301097.4172,823097.0692,M,100
F264,redacted,redacted,Northampton,F,,,42.31834772,72.6314055,106736.7075,897047.5477,M,100
G180,redacted,redacted,Cambridge,G,,16.5,42.3812282,71.1383338,229783.8063,903476.6835,M,100
F265,redacted,redacted,Hadley,F,,,42.3985451,72.5698043,111926.0234,905889.3885,M,100
W153,redacted,redacted,Boston,W,,,42.34609466,71.0340785,238390.645,899615.8697,M,66
R134,redacted,redacted,Cambridge,R,,15,42.36700443,71.0760244,234922.9053,901920.3989,M,100
R135,redacted,redacted,Framingham,R,,15,42.27935364,71.4048835,207845.6405,892102.0893,M,100
F266,redacted,redacted,Wilbraham,F,,,42.14678486,72.481654,118861.0337,877839.7458,M,100
F267,redacted,redacted,Chicopee,F,,,42.1842038,72.5590059,112519.3959,882072.1245,M,100
R1097,redacted,redacted,Sudbury,R,,22.5,42.36032947,71.4244044,206227.4934,901094.9301,M,100
R1628,redacted,redacted,Billerica,R,,30,42.55312598,71.2642115,219364.8242,922534.6537,M,100
R1629,redacted,redacted,Chicopee,R,,30,42.15116555,72.5683158,111704.4211,878412.3575,M,100
R1630,redacted,redacted,Fitchburg,R,,30,42.58295111,71.7749888,177426.4329,925857.3307,M,100
R1631,redacted,redacted,Hanover,R,,30,42.14725181,70.8453425,254111.2156,877632.3565,M,100
R1632,redacted,redacted,Middleboro,R,,30,41.90164217,70.9591518,244877.3369,850287.0125,M,100
R1633,redacted,redacted,South Dartmouth,R,,30,41.60679956,70.9405868,246632.5351,817550.0589,M,100
R1634,redacted,redacted,Southbridge,R,,30,42.07600791,72.0350439,155725.7543,869650.3845,M,100
R1635,redacted,redacted,Worcester,R,,30,42.2402884,71.8549797,170701.6832,887819.5306,M,100
R1960,redacted,redacted,Acton,R,,33,42.47444261,71.4498783,204121.535,913768.8721,M,100
R1961,redacted,redacted,Fairhaven,R,,33,41.64513418,70.8961406,250307.3586,821832.9526,M,100
R2140,redacted,redacted,Great Barrington,R,,37.5,42.20684554,73.3463804,47539.69725,885694.1414,M,100
R2141,redacted,redacted,Holyoke,R,,37.5,42.17653338,72.6403535,105788.5712,881306.86,M,100
R2142,redacted,redacted,Medfield,R,,37.5,42.18541594,71.3095753,215730.377,881681.2484,M,100
R2143,redacted,redacted,Needham,R,,37.5,42.2767752,71.2374659,221655.8561,891844.6425,M,100
R2144,redacted,redacted,Pembroke,R,,37.5,42.10784496,70.7701507,260363.5654,873305.9629,M,100
R2145,redacted,redacted,West Boylston,R,,37.5,42.34266082,71.7877632,176287.7518,899169.5969,M,100
R2146,redacted,redacted,Whitinsville,R,,37.5,42.11250881,71.6589034,186858.4038,873577.9688,M,100
R2362,redacted,redacted,Bedford,R,,39,42.48533131,71.2606978,219674.5222,915004.7759,M,100
R2363,redacted,redacted,Northampton,R,,39,42.3209771,72.6312311,106754.9523,897339.3916,M,100
R2364,redacted,redacted,Worcester,R,,39,42.24936198,71.8319034,172610.205,888819.6948,M,100
R2396,redacted,redacted,Foxboro,R,,40.5,42.06243422,71.2481664,220843.4887,868034.6489,M,100
