DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
R1427,redacted,redacted,Shelburne Falls,R,,27,42.60366671,72.7409107,98171.7172,928862.8306,M,100
R3688,redacted,redacted,Worcester,R,,120,42.263585,71.7899003,176081.7954,890386.8639,M,100
R1508,redacted,redacted,Cambridge,R,,30,42.3736773,71.1004939,232903.891,902651.864,M,100
R2496,redacted,redacted,Ipswich,R,,45,42.68418008,70.8517239,253130.4828,937267.8518,M,100
R3689,redacted,redacted,Westminster,R,,120,42.54974874,71.8857027,168321.4117,922204.3609,M,100
R2017,redacted,redacted,Boston,R,,36,42.32215419,71.0611181,236176.361,896944.872,M,100
R2830,redacted,redacted,Boston,R,,46.5,42.3466571,71.0690856,235505.8645,899663.178,M,100
R2497,redacted,redacted,Boston,R,,45,42.35226425,71.0725576,235216.6616,900284.5535,M,100
W1,redacted,redacted,Turners Falls,W,,,42.6087949,72.5560485,113347.592,929228.1912,M,100
R3455,redacted,redacted,Boston,R,,90,42.3483641,71.0730409,235179.0121,899851.144,M,100
R463,redacted,redacted,Natick,R,,18,42.28250104,71.3804818,209857.9124,892454.219,M,100
R2018,redacted,redacted,Harwich,R,,36,41.70710987,70.0232191,322905.9195,829602.37,M,100
R1509,redacted,redacted,Marblehead,R,,30,42.5014929,70.8557952,252950.0862,916972.3688,M,100
R2405,redacted,redacted,NORTH DARTMOUTH,R,,42,41.64915306,70.9875547,242689.0966,822229.4769,M,100
R1510,redacted,redacted,Boston,R,,30,42.35677043,71.0707007,235367.1359,900785.8472,M,100
G1,redacted,redacted,Boston,G,,105,42.31877289,71.0891849,233864.6857,896557.7729,M,100
R1,redacted,redacted,Concord,R,,15,42.45651441,71.3930041,208800.8208,911781.7239,M,100
R3029,redacted,redacted,Fairhaven,R,,60,41.63813025,70.881235,251554.7602,821063.9635,M,100
R3030,redacted,redacted,Haverhill,R,,60,42.77137,71.1147431,231530.784,946822.9266,M,100
R3173,redacted,redacted,Billerica,R,,64.5,42.5407486,71.2474048,220749.1878,921163.7069,M,100
R3176,redacted,redacted,Revere,R,,66,42.41142398,70.9963223,241458.765,906890.0259,M,100
R3178,redacted,redacted,Andover,R,,67.5,42.64290368,71.2095516,223819.9525,932521.2778,M,100
R3179,redacted,redacted,Salem,R,,67.5,42.5350993,70.8871364,250347.2357,920686.3264,M,100
R3234,redacted,redacted,Centerville,R,,75,41.65715315,70.3453428,296173.9703,823640.7599,M,100
R3235,redacted,redacted,Fitchburg,R,,75,42.57265758,71.7795184,177050.854,924715.11,M,100
R3236,redacted,redacted,Mashpee,R,,75,41.62136314,70.4884316,284303.524,819514.5859,T,100
R3237,redacted,redacted,Pittsfield,R,,75,42.46780904,73.2034522,59918.8726,914429.6369,M,100
R3238,redacted,redacted,Wareham,R,,75,41.76197907,70.6742504,268666.8393,834964.9593,M,61
R3239,redacted,redacted,West Yarmouth,R,,75,41.6499504,70.2425018,304751.0217,822961.9741,M,100
R3240,redacted,redacted,SOUTH WEYMOUTH,R,,75,42.1661319,70.9552509,245013.3992,879665.4984,M,100
R3241,redacted,redacted,Worcester,R,,75,42.32533616,71.792856,175861.4897,897246.6805,M,100
R3402,redacted,redacted,Quincy,R,,82.5,42.27277122,71.027806,238952.5613,891474.3938,M,100
R3433,redacted,redacted,Bridgewater,R,,85.5,41.99601112,70.9730945,243655.6997,860761.0777,M,100
R3434,redacted,redacted,Franklin,R,,85.5,42.09040161,71.432237,205606.0712,871112.4745,M,100
R3435,redacted,redacted,Greenfield,R,,85.5,42.58707842,72.6237367,107762.0724,926887.0227,M,100
R3436,redacted,redacted,Hingham,R,,85.5,42.24800912,70.9263015,247344.3257,888775.3557,M,100
R3437,redacted,redacted,MILFORD,R,,85.5,42.15090955,71.5013196,199890.9305,877830.9741,M,100
R3438,redacted,redacted,Pembroke,R,,85.5,42.1078721,70.7697542,260396.328,873309.2581,M,100
R3439,redacted,redacted,Plymouth,R,,85.5,41.9329703,70.6588905,269756.8055,853968.2607,M,100
R3440,redacted,redacted,Springfield,R,,85.5,42.13785856,72.5831148,110462.5929,876949.8654,M,100
R3441,redacted,redacted,Springfield,R,,85.5,42.14348564,72.4878308,118346.2671,877479.2127,M,100
R3442,redacted,redacted,Taunton,R,,85.5,41.90594518,71.0690208,235758.5392,850713.0029,M,100
R3443,redacted,redacted,Tewksbury,R,,85.5,42.62058219,71.2594892,219731.5235,930028.9638,M,100
R3444,redacted,redacted,West Springfield,R,,85.5,42.13277478,72.6258669,106921.168,876431.0131,M,100
R3445,redacted,redacted,Westford,R,,85.5,42.55465251,71.4484058,204237.2279,922678.7397,M,100
R3446,redacted,redacted,Wilmington,R,,85.5,42.54038204,71.1546613,228367.6383,921149.6918,M,100
R3447,redacted,redacted,Worcester,R,,85.5,42.26661235,71.7952041,175645.3746,890724.6243,M,100
R3448,redacted,redacted,Worcester,R,,85.5,42.2391645,71.7458737,179706.3794,887662.9776,M,100
R3453,redacted,redacted,SOMERVILLE,R,,88.5,42.3944881,71.0835915,234284.7008,904970.1037,M,51
R3456,redacted,redacted,Billerica,R,,90,42.52849707,71.2570555,219960.3222,919800.4905,M,100
R3457,redacted,redacted,East Longmeadow,R,,90,42.07791621,72.5245011,115227.7761,870232.5905,M,100
R3458,redacted,redacted,Fall River,R,,90,41.69912136,71.1484493,229263.0374,827711.4098,M,100
R3459,redacted,redacted,Hudson,R,,90,42.37622183,71.5646675,194674.0861,902859.4651,M,100
R3460,redacted,redacted,Lowell,R,,90,42.6168426,71.3254466,214321.2327,929600.3887,M,100
R3461,redacted,redacted,Lynnfield,R,,90,42.5124328,71.0235776,239152.6778,918096.9701,M,100
R3462,redacted,redacted,Milford,R,,90,42.15090955,71.5013196,199890.9305,877830.9741,M,100
R3463,redacted,redacted,North Andover,R,,90,42.686389,71.1219565,230982.2561,937379.9876,M,100
R3464,redacted,redacted,North Attleboro,R,,90,41.933723,71.3517415,212295.7585,853718.6066,M,100
R3465,redacted,redacted,North Dartmouth,R,,90,41.65190697,70.9876575,242678.6896,822535.2911,M,86
R3466,redacted,redacted,Rockland,R,,90,42.16731873,70.8889492,250490.9742,879834.4387,M,100
R3467,redacted,redacted,Saugus,R,,90,42.49347411,71.0164709,239748.6426,915994.3468,M,100
R3468,redacted,redacted,Seekonk,R,,90,41.80425433,71.3308267,214058.8404,839341.9488,M,100
R3469,redacted,redacted,Stoneham,R,,90,42.49953265,71.100782,232814.7353,916631.4603,M,100
R3470,redacted,redacted,Waltham,R,,90,42.37201583,71.2499781,220592.7499,902420.437,M,100
R3471,redacted,redacted,Woburn,R,,90,42.4669757,71.1774351,226527.7467,912988.3986,M,100
R3472,redacted,redacted,Woburn,R,,90,42.50015536,71.1421627,229413.0733,916685.5361,M,100
R3578,redacted,redacted,Canton,R,,97.5,42.17228634,71.1113462,232112.0163,880278.5077,M,100
R3579,redacted,redacted,Foxboro,R,,97.5,42.03890998,71.2382212,221674.6409,865424.2861,M,100
R3580,redacted,redacted,South Easton,R,,97.5,42.05311034,71.0756741,235125.2028,867055.6375,M,100
R3581,redacted,redacted,EAST WALPOLE,R,,97.5,42.15655717,71.2026828,224571.5683,878501.0929,M,51
R3612,redacted,redacted,Auburn,R,,105,42.18143997,71.868682,169542.5117,881287.8916,M,100
R3613,redacted,redacted,Woburn,R,,105,42.50358074,71.1339004,230090.5648,917068.9073,M,100
R3242,redacted,redacted,Danvers,R,,75,42.54974541,70.9432277,245728.7389,922281.6157,M,100
F1,redacted,redacted,New Bedford,F,,,41.62686,70.9170614,248578.3564,819791.2048,M,100
G2,redacted,redacted,Dennis,G,,39,41.74739,70.17838,309924.3421,833863.8267,M,100
G3,redacted,redacted,Bourne,G,,75,41.71682161,70.5894322,275773.3448,830021.4913,M,100
G4,redacted,redacted,Barnstable,G,,33,41.64751008,70.2949766,300383.9395,822627.8616,M,100
G5,redacted,redacted,Provincetown,G,,150,42.0490116,70.1935045,308153.3563,867341.3374,M,100
G6,redacted,redacted,Chatham,G,,37.5,41.68308477,69.9955878,325252.3747,826974.5595,M,63
G7,redacted,redacted,Peabody,G,,262.5,42.52071414,70.9217869,247511.5487,919068.5645,M,100
F2,redacted,redacted,Hopkinton,F,,,42.21466108,71.4981666,200151.3779,884912.0435,M,100
F3,redacted,redacted,Wareham,F,,,41.78828304,70.713397,265384.6793,837855.5978,M,100
R2044,redacted,redacted,Northborough,R,,37.5,42.30542911,71.6668649,186241.8949,895007.5099,M,100
R3243,redacted,redacted,Nantucket,R,,75,41.2610602,70.0647165,320286.2115,780008.4783,M,100
R1903,redacted,redacted,Milton,R,,31.5,42.25922002,71.0414076,237838.6289,889963.0993,M,100
W2,redacted,redacted,New Bedford,W,,,41.62686,70.9170614,248578.3564,819791.2048,M,100
W3,redacted,redacted,Boston,W,,,42.33020601,71.067558,235640.9976,897836.5132,M,66
W4,redacted,redacted,Worcester,W,,,42.22044023,71.7837907,176569.9217,885592.9302,M,66
G8,redacted,redacted,Peabody,G,,7.5,42.5299229,70.9272682,247054.2882,920088.4239,M,100
R3031,redacted,redacted,Boston,R,,60,42.36416,71.053635,236768.7556,901613.8619,M,100
W5,redacted,redacted,Springfield,W,,,42.11027603,72.609455,108245.4098,873914.4684,M,66
R464,redacted,redacted,Nantucket,R,,18,41.26733977,70.1013394,317205.8095,780654.8675,M,100
R1338,redacted,redacted,Salem,R,,24,42.52109448,70.8955885,249663.9219,919125.7352,M,100
W6,redacted,redacted,Watertown,W,,,42.58094298,72.2179958,141059.1283,925845.9483,T,66
W7,redacted,redacted,Boston,W,,,42.33016936,71.0653809,235820.4472,897833.3548,M,66
R1511,redacted,redacted,Haverhill,R,,30,42.77456501,71.0787123,234477.8929,947191.7981,M,100
R1512,redacted,redacted,Orleans,R,,30,41.7843329,70.0009329,324609.7805,838210.3999,M,100
R3572,redacted,redacted,Boston,R,,93,42.36414266,71.061518,236119.4211,901608.5682,M,100
IH206,redacted,redacted,LYNN,IH,,18.0675,42.47514375,70.9277587,247054.8172,914003.3866,M,100
R3685,redacted,redacted,Boston,R,,117,42.34889856,71.0816854,234466.4687,899906.9805,M,100
IH207,redacted,redacted,WINCHESTER,IH,,40.4055,42.46113177,71.1379119,229780.8721,912352.3087,M,100
R3449,redacted,redacted,Boston,R,,85.5,42.3390316,71.0682329,235580.4095,898816.532,M,100
F4,redacted,redacted,Boston,F,,,42.34653549,71.0291151,238799.3391,899667.0802,M,100
R2,redacted,redacted,Newburyport,R,,15,42.81104508,70.8691597,251597.2968,951350.0535,M,100
W8,redacted,redacted,Boston,W,,,42.3495511,71.0392174,237965.1404,899997.4929,M,66
W9,redacted,redacted,Springfield,W,,,42.6718754,71.8107498,174526.8482,935745.4671,T,66
R3244,redacted,redacted,Westborough,R,,75,42.28308861,71.6463987,187925.086,892522.9384,M,100
IH208,redacted,redacted,ANDOVER,IH,,57.159,42.655865,71.12952,230377.1271,933986.5065,M,100
R1513,redacted,redacted,Orleans,R,,30,41.786711,69.9874292,325727.4716,838494.3061,M,100
R1514,redacted,redacted,NORWOOD,R,,30,42.19429339,71.1837407,226121.479,882698.1609,M,100
R2045,redacted,redacted,Quincy,R,,37.5,42.24995567,71.0024533,241058.7298,888952.1005,M,100
G9,redacted,redacted,Buzzards Bay,G,,30,41.73651692,70.6210573,273119.2058,832181.2838,M,100
F5,redacted,redacted,Fall River,F,,,41.68891853,71.134898,230395.8923,826582.9544,M,100
R3,redacted,redacted,Easthampton,R,,15,42.28066806,72.6701599,103484.9099,892905.7605,M,100
R3245,redacted,redacted,Boston,R,,75,42.283405,71.055715,236644.1416,892643.1545,M,100
F6,redacted,redacted,Athol,F,,,42.59358251,72.2023103,142358.2937,927239.2201,M,100
G10,redacted,redacted,Quincy,G,,15,42.2612064,70.9796798,242930.4108,890212.9577,M,100
IH142,redacted,redacted,WORCESTER,IH,,71.1531,42.276427,71.7953933,175633.5396,891814.8313,M,100
W49,redacted,redacted,Somerville,W,,,42.4083357,71.1366817,229907.0331,906488.2719,T,66
F7,redacted,redacted,Mansfield,F,,,42.04005585,71.2127502,223783.14,865558.3451,M,100
R4,redacted,redacted,Sturbridge,R,,15,42.1119265,72.0971682,150613.0511,873673.9313,M,100
R2046,redacted,redacted,North Truro,R,,37.5,42.04843817,70.1062566,315376.2667,867391.9765,M,85
W10,redacted,redacted,Salem,W,,,41.97199932,71.3080281,215911.5413,857977.1569,T,66
R3246,redacted,redacted,Watertown,R,,75,42.36237106,71.1530417,228581.1155,901377.0741,M,100
R3473,redacted,redacted,Framingham,R,,90,42.30213734,71.4040494,207911.5977,894632.8673,M,100
F8,redacted,redacted,Somerville,F,,,42.38926236,71.0864844,234049.3351,904388.489,M,100
R3032,redacted,redacted,Newburyport,R,,60,42.8101701,70.8701354,251518.2144,951252.2636,M,100
R2890,redacted,redacted,ROWLEY,R,,52.5,42.705405,70.909075,248413.9276,939591.4645,M,100
G11,redacted,redacted,Agawam,G,,27,42.06726772,72.6157665,107660.9812,869144.6979,M,100
R389,redacted,redacted,Natick,R,,16.5,42.285044,71.3463442,212673.0875,892741.1861,M,100
R5,redacted,redacted,Chelmsford,R,,15,42.61477398,71.3438565,212811.2181,929367.6705,M,100
F9,redacted,redacted,Methuen,F,,,42.73744809,71.1552553,228230.3721,943040.4107,M,100
F10,redacted,redacted,Methuen,F,,,42.73744809,71.1552553,228230.3721,943040.4107,M,100
F11,redacted,redacted,West Springfield,F,,,42.1300674,72.626232,106887.0139,876130.7229,M,100
F12,redacted,redacted,Dartmouth,F,,,41.58624519,70.9431958,246429.9559,815265.7586,M,100
R3033,redacted,redacted,Concord,R,,60,42.45677216,71.3573203,211735.9039,911814.6502,M,100
R465,redacted,redacted,Boston,R,,18,42.3642664,71.0555006,236615.0189,901624.8777,M,100
R2498,redacted,redacted,Fall River,R,,45,41.71636882,71.1537447,228814.4774,829625.2275,M,100
R2499,redacted,redacted,Milford,R,,45,42.14917891,71.4989362,200087.9277,877638.7484,M,100
G12,redacted,redacted,Lexington,G,,22.5,42.4482664,71.2289731,222295.8792,910895.444,M,100
R3247,redacted,redacted,Hyannis,R,,75,41.65320431,70.2829649,301375.4766,823274.4485,M,100
R3403,redacted,redacted,Stoughton,R,,82.5,42.14009669,71.102787,232835.8539,876706.4211,M,100
G13,redacted,redacted,Worcester,G,,18,42.26420328,71.8018106,175099.3873,890458.947,M,100
R2500,redacted,redacted,Edgartown,R,,45,41.39002387,70.5145988,282419.6984,793796.3957,M,100
R2501,redacted,redacted,Gloucester,R,,45,42.61219394,70.661108,268830.9036,929407.8231,M,100
IH209,redacted,redacted,FAIRHAVEN,IH,,46.647,41.6654208,70.9043399,249608.5547,824081.2821,M,100
F13,redacted,redacted,Sudbury,F,,,42.3604548,71.4237517,206281.256,901108.9,M,100
R390,redacted,redacted,Leominster,R,,16.5,42.53168021,71.74448,179914.5378,920154.4367,M,100
R466,redacted,redacted,Boston,R,,18,42.3299659,71.0569506,236515.3682,897814.3298,M,100
F14,redacted,redacted,Quincy,F,,,42.24204725,71.0027355,241040.5662,888073.5578,M,100
W11,redacted,redacted,Quincy,W,,,42.22638834,71.8338301,172441.221,886268.5603,T,66
R979,redacted,redacted,Holden,R,,22.5,42.33918753,71.8377773,172164.9816,898798.9118,M,100
R1428,redacted,redacted,Cambridge,R,,27,42.373807,71.1213584,231185.4107,902658.4321,M,100
R980,redacted,redacted,Mendon,R,,22.5,42.09718262,71.5750888,193788.5241,871866.1573,M,100
R1391,redacted,redacted,Plymouth,R,,25.5,41.95867864,70.667911,268980.8594,856816.1968,M,100
W12,redacted,redacted,Foxboro,W,,,42.05849996,70.7052092,265785.5931,867873.396,T,66
R2842,redacted,redacted,Halifax,R,,48,41.99398538,70.8465699,254140.1772,860608.6171,M,100
F15,redacted,redacted,Randolph,F,,,42.18717995,71.0563556,236646.9004,881954.9277,M,100
F16,redacted,redacted,Sherborn,F,,,42.22270321,71.3754951,210278.915,885812.8122,M,100
IH210,redacted,redacted,BRAINTREE,IH,,33.1785,42.19258562,70.9911721,242027.6903,882585.4046,M,100
R3248,redacted,redacted,Marlborough,R,,75,42.34228095,71.5668806,194488.8663,899089.5634,M,100
G14,redacted,redacted,Boston,G,,15,42.2944048,71.067611,235656.7874,893859.9004,M,62
W13,redacted,redacted,Stoughton,W,,,42.13624312,71.1243068,231058.7998,876270.3421,M,66
R3034,redacted,redacted,Hingham,R,,60,42.25006803,70.9224766,247658.4185,889006.172,M,64
F17,redacted,redacted,Springfield,F,,,42.11970913,72.575219,111089.8613,874925.8758,M,100
R1935,redacted,redacted,Plymouth,R,,33,41.96106152,70.6675082,269011.6698,857081.1752,M,100
R981,redacted,redacted,Boston,R,,22.5,42.35914008,71.0545982,236692.3255,901055.858,M,100
R467,redacted,redacted,Northampton,R,,18,42.31970185,72.6293968,106904.2712,897195.7509,M,100
W14,redacted,redacted,Fall River,W,,,41.68877554,71.1763268,226946.8931,826553.1466,M,66
G15,redacted,redacted,New Bedford,G,,16.5,41.6645911,70.9230002,248055.1102,823978.4484,M,100
F18,redacted,redacted,New Bedford,F,,,41.62185,70.92205,248166.4117,819231.9397,M,100
R1515,redacted,redacted,East Sandwich,R,,30,41.72850932,70.3993159,291576.4143,831506.0335,M,100
R1936,redacted,redacted,Newton,R,,33,42.35819763,71.1848118,225965.7383,900903.3474,M,100
F19,redacted,redacted,Concord,F,,,42.45724132,71.3948029,208652.7651,911862.2847,M,100
R982,redacted,redacted,Gloucester,R,,22.5,42.62338688,70.6293239,271426.0066,930677.2531,M,100
W15,redacted,redacted,Chelsea,W,,,42.38749543,71.0402935,237853.7648,904211.695,M,66
R6,redacted,redacted,Rowley,R,,15,42.72511226,70.8645603,252044.6009,941806.8565,M,100
F20,redacted,redacted,Lynn,F,,,42.46411055,70.9476091,245430.4929,912767.0869,M,100
W16,redacted,redacted,Lynn,W,,,42.4112126,71.1461574,229125.707,906804.5504,T,66
R1516,redacted,redacted,Feeding Hills,R,,30,42.07690536,72.653851,104523.8386,870256.9947,M,100
G16,redacted,redacted,Boston,G,,34.5,42.26759865,71.1209201,231273.9385,890861.5278,M,100
W17,redacted,redacted,Everett,W,,,42.85881168,70.9297154,246608.9634,956621.5672,T,66
F21,redacted,redacted,Newton,F,,,42.3253638,71.2576304,219977.2001,897236.6944,M,100
IC1,redacted,redacted,Springfield,IC,,128.638125,42.11367282,72.5574298,112552.4673,874237.0737,M,100
F22,redacted,redacted,Boston,F,,,42.3397333,71.0522935,236893.5023,898901.2443,M,100
R468,redacted,redacted,Wareham,R,,18,41.7815074,70.7441437,262835.6599,837079.9613,T,62
W18,redacted,redacted,New Bedford,W,,,41.6402311,70.9236731,248017.3474,821272.5237,M,66
F23,redacted,redacted,New Bedford,F,,,41.6402311,70.9236731,248017.3474,821272.5237,M,100
R2047,redacted,redacted,Nantucket,R,,37.5,41.2869648,70.1022034,317097.699,782833.1329,M,100
F24,redacted,redacted,Amherst,F,,,42.3523917,72.4888999,118526.9127,900682.7639,M,100
IH1,redacted,redacted,AMESBURY,IH,,7.4898,42.84885682,70.9333156,246322.0714,955513.7137,M,100
R2048,redacted,redacted,Amesbury,R,,37.5,42.85197571,70.9316954,246452.1997,955861.0746,M,100
IH211,redacted,redacted,AMESBURY,IH,,42.705,42.85565285,70.9418885,245616.3735,956264.0693,M,100
F25,redacted,redacted,Amherst,F,,,42.3764648,72.519881,116006.5461,903386.5942,M,100
R7,redacted,redacted,Amherst,R,,15,42.37579,72.5183207,116134.148,903310.1087,M,100
IC2,redacted,redacted,Amherst,IC,,116.802,42.3720654,72.5187921,116090.3825,902896.884,T,63
R8,redacted,redacted,Chelmsford,R,,15,42.59392529,71.3496329,212341.3616,927050.8698,M,100
F26,redacted,redacted,Jamaica Plain,F,,,42.31419543,71.1027502,232748.8276,896044.0371,M,100
F27,redacted,redacted,New Bedford,F,,,41.62686,70.9170614,248578.3564,819791.2048,M,100
R2049,redacted,redacted,Worcester,R,,37.5,42.26336727,71.7905823,176025.4473,890362.8713,M,100
R3035,redacted,redacted,Boston,R,,60,42.34178961,71.0554433,236632.7504,899128.2904,M,100
F28,redacted,redacted,New Bedford,F,,,41.7263284,70.9542593,245407.8777,830818.196,M,54
R1517,redacted,redacted,Brookline,R,,30,42.33924642,71.1363424,229967.6803,898814.2219,M,100
R2050,redacted,redacted,Beverly,R,,37.5,42.54146076,70.8854241,250482.8125,921393.9622,M,100
IH212,redacted,redacted,SHELBURNE,IH,,11.169,42.59343114,72.6813966,103039.3339,927656.5892,M,80
R1518,redacted,redacted,Boston,R,,30,42.34384635,71.0776978,234797.8045,899347.4247,T,100
G17,redacted,redacted,Concord,G,,225,42.45993554,71.3501859,212322.1134,912167.0426,M,100
IC3,redacted,redacted,Newton,IC,,28.562625,42.32592992,71.1904886,225511.0825,897317.4793,M,96
R983,redacted,redacted,Worcester,R,,22.5,42.2357371,71.8500406,171107.2556,887312.319,M,100
R469,redacted,redacted,Belmont,R,,18,42.3895461,71.1945353,225152.235,904382.5091,M,100
R3731,redacted,redacted,Middleton,R,,150,42.5928594,71.0146601,239834.6814,927034.9198,M,100
R470,redacted,redacted,Dalton,R,,18,42.47311822,73.1630625,63251.33493,914953.7217,M,100
R471,redacted,redacted,Pittsfield,R,,18,42.4442433,73.2400256,56858.3206,911873.2241,M,100
R9,redacted,redacted,Pittsfield,R,,15,42.4575051,73.2291493,57782.7881,913327.8358,M,100
R1339,redacted,redacted,New Bedford,R,,24,41.63553893,70.9490368,245907.5401,820737.4219,M,100
R391,redacted,redacted,Stoneham,R,,16.5,42.486179,71.1001121,232876.7467,915148.4065,M,100
R10,redacted,redacted,Stoneham,R,,15,42.48633782,71.1001061,232877.1631,915166.0501,M,100
R472,redacted,redacted,Newburyport,R,,18,42.80995643,70.8705263,251486.4177,951228.2918,M,100
F29,redacted,redacted,Wakefield,F,,,42.52294366,71.0428882,237559.4812,919255.8273,M,100
IH100,redacted,redacted,NEWBURYPORT,IH,,69.28065,42.81488953,70.8906049,249840.2458,951764.3766,M,100
IC4,redacted,redacted,Paxton,IC,,73.85175,42.33006406,71.9194147,165432.6009,897815.3848,M,100
R1904,redacted,redacted,Cambridge,R,,31.5,42.38810699,71.1183237,231428.2429,904247.9346,M,100
IH213,redacted,redacted,REVERE,IH,,45.99,42.43884129,71.0177288,239679.5498,909925.2667,M,100
G18,redacted,redacted,Medway,G,,15,42.15135835,71.4113837,207324.2433,877884.6271,M,100
G19,redacted,redacted,Franklin,G,,18,42.08901527,71.4175817,206818.6633,870959.5592,M,100
G20,redacted,redacted,Franklin,G,,24,42.09905519,71.4276778,205982.4405,872073.9491,M,100
R810,redacted,redacted,Sturbridge,R,,19.5,42.09290897,72.0680428,153007.677,871545.2211,M,100
R11,redacted,redacted,Saugus,R,,15,42.4770608,71.0276418,238840.4422,914166.0357,M,100
R2051,redacted,redacted,West Springfield,R,,37.5,42.09975147,72.6110649,108097.0496,872747.3219,M,100
IH603,redacted,redacted,BOSTON,IH,,4.2705,42.30104411,71.0744548,235088.7412,894594.5166,M,100
R1519,redacted,redacted,Boston,R,,30,42.35171546,71.1214945,231185.0897,900204.5478,T,100
C1,redacted,redacted,Yarmouth,C,,13.7,41.70122998,70.2602201,303192.391,828635.2706,M,96
R3180,redacted,redacted,Yarmouth Port,R,,67.5,41.70122998,70.2602201,303192.391,828635.2706,M,100
R1520,redacted,redacted,Lynn,R,,30,42.46430398,70.946122,245552.6614,912789.3656,M,100
C2,redacted,redacted,Boston,C,,54.8,42.35109892,71.0438511,237582.4448,900167.365,M,100
R12,redacted,redacted,Swampscott,R,,15,42.48398977,70.8989796,249414.3289,915002.2538,M,100
R3645,redacted,redacted,Boston,R,,109.5,42.35109892,71.0438511,237582.4448,900167.365,M,100
R984,redacted,redacted,Malden,R,,22.5,42.42293417,71.0722405,235203.423,908134.4218,M,100
R985,redacted,redacted,Amherst,R,,22.5,42.37639019,72.5198796,116006.5587,903378.3056,M,100
R392,redacted,redacted,Springfield,R,,16.5,42.08707975,72.5794691,110692.5742,871306.41,M,100
R13,redacted,redacted,Lenox,R,,15,42.35981501,73.2834067,53094.05781,902570.8692,M,100
R2891,redacted,redacted,Worcester,R,,52.5,42.22880905,71.7560483,178863.1472,886515.2334,M,100
W19,redacted,redacted,Worcester,W,,,42.24339869,71.756149,178859.7006,888135.7803,M,66
R2052,redacted,redacted,Easthampton,R,,37.5,42.2737755,72.6625451,104102.5115,892131.6529,M,100
R2053,redacted,redacted,Norwood,R,,37.5,42.19421478,71.2007493,224716.6864,882684.3608,M,100
R14,redacted,redacted,North Adams,R,,15,42.69381678,73.1020717,68726.26992,939369.3177,M,100
R15,redacted,redacted,Shrewsbury,R,,15,42.27831304,71.690041,184324.3088,891999.5932,M,100
IH214,redacted,redacted,AYER,IH,,40.4055,42.57789851,71.5718453,194101.8046,925262.169,M,100
R1521,redacted,redacted,MILLBURY,R,,30,42.18515811,71.7637102,178215.6655,881668.7264,M,100
R2892,redacted,redacted,Pittsfield,R,,52.5,42.46812082,73.1958672,60543.21974,914451.8328,M,100
R3036,redacted,redacted,Malden,R,,60,42.4248001,71.069226,235450.4629,908342.9323,M,100
R3249,redacted,redacted,Leominster,R,,75,42.5408715,71.75997,178645.0599,921179.179,M,100
R3250,redacted,redacted,Quincy,R,,75,42.2786033,71.0318022,238619.3514,892120.3638,M,100
R3251,redacted,redacted,Springfield,R,,75,42.1407899,72.4990355,117416.6253,877190.5989,M,100
R3252,redacted,redacted,Stoughton,R,,75,42.13167985,71.1017274,232927.8087,875771.965,M,100
R3253,redacted,redacted,Westfield,R,,75,42.11269375,72.7205241,99064.16759,874308.4402,M,100
R3254,redacted,redacted,Worcester,R,,75,42.24680215,71.8342075,172418.95,888536.1082,M,100
R3388,redacted,redacted,Fall River,R,,76.5,41.6957105,71.1517225,228992.1272,827331.4591,M,100
R3389,redacted,redacted,Milford,R,,76.5,42.14847433,71.4932727,200556.0422,877560.5104,M,100
R3390,redacted,redacted,Seekonk,R,,76.5,41.80122004,71.3359601,213632.8826,839004.1031,M,100
R3391,redacted,redacted,Woburn,R,,76.5,42.50481508,71.1291795,230477.9926,917207.6941,M,81
R3395,redacted,redacted,Hudson,R,,78,42.37972173,71.5664229,194529.82,903248.3353,M,100
R3474,redacted,redacted,Greenfield,R,,90,42.58472948,72.6182656,108207.699,926620.2159,M,100
R3475,redacted,redacted,Hadley,R,,90,42.36165544,72.5427815,114100.5319,901764.5413,M,100
R3476,redacted,redacted,North Attleboro,R,,90,41.9528563,71.3443299,212906.557,855844.822,M,100
R3477,redacted,redacted,SAUGUS,R,,90,42.44734631,71.0260697,238988.045,910866.134,M,51
R3478,redacted,redacted,Sturbridge,R,,90,42.12534802,72.0556091,154059.7282,875141.4268,M,100
R3479,redacted,redacted,Tewksbury,R,,90,42.62718429,71.2706365,218815.0286,930759.8331,M,100
R3582,redacted,redacted,Auburn,R,,97.5,42.1843193,71.8577951,170443.2375,881603.8737,M,100
R3614,redacted,redacted,Danvers,R,,105,42.54933212,70.9407371,245933.5973,922237.045,M,100
IH604,redacted,redacted,ATHOL,IH,,10.512,42.58302459,72.1823098,143990.4027,926053.1258,M,100
R3037,redacted,redacted,Sandwich,R,,60,41.76911382,70.5008131,283079.468,835911.6343,M,100
R986,redacted,redacted,Northampton,R,,22.5,42.3337796,72.6402206,106033.022,898771.1811,M,100
W20,redacted,redacted,Dennis,W,,,41.73634785,70.2280779,305809.3706,832574.691,M,51
W21,redacted,redacted,Wrentham,W,,,42.10609073,70.9458857,245830.5709,873001.7277,T,66
W22,redacted,redacted,Boston,W,,,42.33459222,71.0622147,236078.8763,898325.9569,M,66
R16,redacted,redacted,Chilmark,R,,15,41.34771866,70.8356292,255605.7433,788838.077,M,100
